Time (ns),Current (nA),Voltage (mV),Energy (uJ),DSR
"608199000","2387600","3269","4564.9",""
"609284000","2387600","3269","4572.8",""
"610175000","2387600","3269","4579.5",""
"611009000","2387600","3269","4585.8",""
"611843000","2387600","3269","4591.3",""
"612677000","2244100","3269","4598.0",""
"613762000","2244100","3269","4605.5",""
"614652000","2244100","3269","4612.6",""
"615492000","2244100","3269","4618.5","0x23D39B7280004808"
"616326000","2244100","3269","4624.5","0x3D39F1A80004870"
"617159000","2244100","3269","4631.2",""
"618244000","2244100","3269","4638.7",""
"619135000","2244100","3269","4645.8",""
"619969000","2196600","3269","4650.9",""
"620804000","2196600","3270","4657.6",""
"621637000","2196600","3269","4663.9",""
"622721000","2196600","3269","4671.8",""
"623612000","2196600","3269","4678.5",""
"624447000","2196600","3270","4684.0",""
"625281000","2196600","3270","4690.7",""
"626121000","2196600","3269","4696.6",""
"627205000","2263300","3269","4704.9",""
"628097000","2263300","3269","4711.2",""
"628932000","2263300","3269","4717.2",""
"629764000","2263300","3268","4723.9",""
"630598000","2263300","3268","4729.4",""
"631682000","2263300","3269","4737.7",""
"632572000","2263300","3268","4743.6",""
"633404000","2263300","3268","4750.3",""
"634238000","2226800","3268","4756.6",""
"635071000","2226800","3269","4762.5",""
"636161000","2226800","3269","4770.8","0x23D39B7280004808"
"637053000","2226800","3269","4776.7","0x3D39F1C80004870"
"637887000","2226800","3269","4783.4",""
"638722000","2226800","3269","4789.0","0x23D39B7280004808"
"639555000","2226800","3269","4795.3","0x3D39F3A80004870"
"640638000","2226800","3269","4803.2",""
"641529000","2213100","3270","4809.9",""
"642364000","2213100","3270","4816.2",""
"643197000","2213100","3270","4821.7",""
"644036000","2213100","3270","4828.4",""
"645119000","2213100","3270","4835.9",""
"646017000","2213100","3270","4843.0",""
"646852000","2213100","3271","4849.3",""
"647684000","2213100","3270","4854.8",""
"648518000","2240800","3270","4861.5",""
"649602000","2240800","3270","4869.0",""
"650494000","2240800","3270","4875.7",""
"651328000","2240800","3270","4881.7","0x23D39B7280004808"
"652162000","2240800","3270","4888.0","0x3D39F3C80004870"
"652996000","2240800","3270","4894.3",""
"654080000","2240800","3270","4901.8",""
"654972000","2240800","3270","4908.9",""
"655812000","2196000","3270","4914.4",""
"656645000","2196000","3270","4921.1",""
"657479000","2196000","3270","4927.0",""
"658563000","2196000","3269","4934.9",""
"659456000","2196000","3269","4941.6",""
"660290000","2196000","3269","4947.5",""
"661124000","2196000","3269","4954.2",""
"661958000","2196000","3270","4959.8",""
"663042000","2248500","3270","4968.0",""
"663934000","2248500","3270","4974.4",""
"664768000","2248500","3270","4980.7",""
"665609000","2248500","3269","4987.0",""
"666443000","2248500","3270","4992.5",""
"667526000","2248500","3270","5001.2",""
"668417000","2248500","3270","5007.1",""
"669250000","2248500","3270","5013.8",""
"670084000","2223700","3270","5019.7","0x23D39B7280004808"
"670919000","2223700","3271","5026.0","0x3D3B17680004870"
"672002000","2223700","3271","5034.7",""
"672894000","2223700","3270","5042.2",""
"673728000","2223700","3270","5048.9",""
"674562000","2223700","3271","5055.6",""
"675397000","2223700","3271","5062.4",""
"676487000","2447300","3271","5071.4",""
"677379000","2447300","3271","5078.5",""
"678213000","2447300","3272","5085.2",""
"679047000","2447300","3272","5092.4",""
"679881000","2447300","3272","5099.1","0x3D3BC6C80004970"
"680964000","2447300","3271","5107.7","0x3D39F2080004870"
"681856000","2447300","3271","5114.9",""
"682691000","2447300","3271","5120.4",""
"683525000","2396000","3271","5127.1",""
"684359000","2396000","3271","5132.6",""
"685443000","2396000","3271","5140.9",""
"686345000","2396000","3271","5147.2","0x23D39B7280004808"
"687178000","2396000","3271","5153.5","0x3D39F1680004870"
"688011000","2396000","3271","5159.8",""
"688845000","2396000","3271","5165.3",""
"689927000","2396000","3270","5174.0",""
"690819000","2195800","3270","5179.9",""
"691653000","2195800","3270","5186.2",""
"692485000","2195800","3270","5192.6",""
"693320000","2195800","3270","5198.5",""
"694404000","2195800","3270","5206.8","0x23D39B7280004808"
"695294000","2195800","3270","5212.7","0x3D39F2A80004870"
"696134000","2195800","3270","5219.4",""
"696967000","2195800","3270","5225.3","0x3D0402280004870"
"697803000","2242400","3270","5231.6",""
"698878000","2242400","3270","5239.5",""
"699778000","2242400","3271","5245.8",""
"700611000","2242400","3271","5252.5",""
"701445000","2242400","3270","5258.0",""
"702279000","2242400","3270","5264.4",""
"703364000","2242400","3271","5271.8",""
"704255000","2242400","3271","5279.0",""
"705090000","2231000","3271","5285.3",""
"705929000","2231000","3271","5290.8",""
"706761000","2231000","3270","5297.5",""
"707846000","2231000","3270","5305.0",""
"708738000","2231000","3270","5311.7",""
"709570000","2231000","3270","5317.6","0x23D39B7280004808"
"710405000","2231000","3270","5323.9","0x3D39F1C80004870"
"711239000","2231000","3270","5330.6",""
"712380000","2197000","3270","5338.1",""
"713212000","2197000","3269","5344.8",""
"714046000","2197000","3269","5350.3",""
"714879000","2197000","3269","5356.7",""
"715719000","2197000","3269","5363.0","0x3D39B6E80004878"
"716802000","2197000","3269","5370.9","0x3D39F3A80004870"
"717694000","2197000","3269","5377.6",""
"718529000","2197000","3269","5383.5",""
"719363000","2242600","3269","5389.8",""
"720197000","2242600","3269","5395.3",""
"721282000","2242600","3269","5403.6",""
"722173000","2242600","3269","5410.3",""
"723007000","2242600","3269","5416.2",""
"723841000","2242600","3269","5422.9",""
"724676000","2242600","3269","5428.5",""
"725765000","2242600","3270","5436.7",""
"726657000","2195800","3269","5442.7",""
"727490000","2195800","3269","5449.4",""
"728329000","2195800","3269","5455.7","0x23D39B7280004808"
"729162000","2195800","3269","5461.2","0x3D39F3680004870"
"730303000","2195800","3269","5470.3",""
"731138000","2195800","3269","5475.8",""
"731972000","2195800","3269","5482.5",""
"732805000","2195800","3269","5488.0",""
"733640000","2242600","3268","5494.3",""
"734781000","2242600","3269","5503.0",""
"735620000","2242600","3269","5508.9",""
"736455000","2242600","3269","5515.6",""
"737289000","2242600","3270","5521.2",""
"738123000","2242600","3270","5527.5",""
"739207000","2242600","3270","5535.4",""
"740100000","2242600","3271","5542.1",""
"740933000","2245500","3270","5548.4",""
"741767000","2245500","3270","5554.3",""
"742601000","2245500","3271","5560.6",""
"743685000","2245500","3270","5568.1",""
"744578000","2245500","3270","5575.2",""
"745412000","2245500","3270","5581.1",""
"746251000","2245500","3271","5587.0",""
"747084000","2245500","3270","5593.7","0x23D39B7280004808"
"748225000","2213100","3270","5601.6","0x3D3B18880004870"
"749060000","2213100","3270","5608.7",""
"749893000","2213100","3271","5615.4",""
"750727000","2213100","3270","5622.6",""
"751561000","2213100","3270","5629.3",""
"752638000","2213100","3270","5637.9",""
"753538000","2213100","3270","5644.7",""
"754370000","2213100","3271","5651.4",""
"755205000","2433100","3271","5657.7",""
"756044000","2433100","3271","5664.4",""
"757129000","2433100","3271","5672.7",""
"758020000","2433100","3271","5679.4",""
"758854000","2433100","3271","5685.7",""
"759689000","2433100","3271","5692.4",""
"760523000","2433100","3271","5698.7",""
"761664000","2433100","3271","5707.4",""
"762498000","2345000","3270","5714.1",""
"763332000","2345000","3270","5720.4",""
"764167000","2345000","3270","5726.7",""
"764999000","2345000","3270","5733.4","0x3D3B8A2C0004870"
"766147000","2345000","3270","5742.1","0x3D3924880004870"
"766981000","2345000","3270","5748.8",""
"767816000","2345000","3270","5755.1",""
"768650000","2345000","3271","5761.5",""
"769484000","2344700","3270","5768.2",""
"770573000","2344700","3270","5776.5",""
"771465000","2344700","3270","5783.2",""
"772300000","2344700","3270","5789.9",""
"773133000","2344700","3270","5796.2",""
"773967000","2344700","3270","5802.9",""
"775051000","2344700","3270","5811.2",""
"775948000","2344700","3271","5817.9",""
"776782000","2343300","3270","5824.6",""
"777616000","2343300","3270","5830.9","0x3D3B886C0004870"
"778450000","2343300","3270","5837.2","0x3D3920680004870"
"779535000","2343300","3271","5845.5",""
"780427000","2343300","3270","5852.6",""
"781262000","2343300","3270","5858.9",""
"782096000","2343300","3270","5865.2",""
"782931000","2343300","3270","5872.0",""
"784073000","2328900","3270","5880.6",""
"784907000","2328900","3270","5886.9",""
"785746000","2328900","3269","5893.7",""
"786580000","2328900","3269","5900.0",""
"787414000","2328900","3269","5904.7",""
"788497000","2328900","3269","5910.6",""
"789388000","2328900","3269","5915.3",""
"790222000","2328900","3269","5920.0",""
"791056000","2328900","3269","5927.1",""
"791890000","2063200","3269","5933.9",""
"793031000","2063200","3269","5942.9",""
"793865000","2063200","3269","5950.0",""
"794699000","2063200","3269","5956.8",""
"795538000","2063200","3270","5963.9",""
"796373000","2063200","3270","5970.6",""
"797515000","2063200","3270","5978.1",""
"798347000","2389500","3269","5984.8",""
"799182000","2389500","3270","5990.7","0x23D39B7280004808"
"800015000","2389500","3270","5997.0","0x3D39F2280004870"
"800849000","2389500","3270","6003.3",""
"801990000","2389500","3269","6011.2",""
"802823000","2389500","3269","6017.9",""
"803657000","2389500","3270","6023.4",""
"804491000","2389500","3269","6030.1","0x3D39F1880004870"
"805325000","2244100","3269","6036.5","0x23D39B7280004808"
"806407000","2244100","3269","6043.9","0x3D39ED480004870"
"807307000","2244100","3269","6051.0",""
"808140000","2244100","3270","6056.6",""
"808974000","2244100","3269","6063.3",""
"809808000","2244100","3270","6069.2",""
"810892000","2244100","3270","6077.1",""
"811789000","2244100","3270","6083.8","0x23D39B7280004808"
"812622000","2211400","3270","6089.7","0x3D39F1C80004870"
"813456000","2211400","3270","6096.0",""
"814290000","2211400","3270","6101.5",""
"815431000","2211400","3270","6110.6",""
"816270000","2211400","3270","6116.1",""
"817104000","2211400","3270","6122.4",""
"817937000","2211400","3269","6129.2","0x23D39B7280004808"
"818770000","2211400","3270","6134.7","0x3D39F2680004870"
"819854000","2231500","3270","6143.0",""
"820745000","2231500","3270","6148.9",""
"821577000","2231500","3270","6155.6",""
"822412000","2231500","3270","6161.5",""
"823246000","2231500","3270","6167.8",""
"824331000","2231500","3270","6175.7",""
"825222000","2231500","3270","6182.0",""
"826062000","2231500","3270","6188.7",""
"826896000","2206900","3270","6194.2",""
"827730000","2206900","3270","6200.5",""
"828812000","2206900","3270","6208.4",""
"829705000","2206900","3269","6215.1",""
"830539000","2206900","3270","6221.5",""
"831372000","2206900","3270","6227.0",""
"832205000","2206900","3269","6233.7",""
"833289000","2206900","3270","6241.2",""
"834181000","2231600","3270","6247.9",""
"835015000","2231600","3270","6254.2",""
"835854000","2231600","3271","6260.1",""
"836688000","2231600","3270","6266.8",""
"837772000","2231600","3270","6274.3",""
"838663000","2231600","3270","6281.0",""
"839497000","2231600","3270","6286.9",""
"840331000","2231600","3270","6293.3",""
"841165000","2242200","3270","6299.6",""
"842308000","2242200","3270","6307.5",""
"843141000","2242200","3270","6314.2",""
"843974000","2242200","3270","6319.7",""
"844807000","2242200","3270","6326.4",""
"845646000","2242200","3270","6332.3",""
"846731000","2242200","3270","6340.2",""
"847623000","2242200","3270","6346.9",""
"848457000","2213100","3270","6352.8",""
"849291000","2213100","3271","6359.1",""
"850124000","2213100","3271","6364.6",""
"851209000","2213100","3270","6373.3",""
"852101000","2213100","3270","6379.2","0x3D39B6E80004808"
"852934000","2213100","3270","6385.6","0x3D3BD3680004870"
"853773000","2213100","3270","6392.3",""
"854607000","2213100","3270","6397.8",""
"855696000","2229100","3271","6406.1",""
"856588000","2229100","3270","6412.0",""
"857421000","2229100","3270","6418.7",""
"858255000","2229100","3270","6424.6",""
"859090000","2229100","3270","6430.5",""
"860174000","2229100","3271","6438.8",""
"861066000","2229100","3270","6445.1",""
"861900000","2229100","3270","6451.8",""
"862734000","2208100","3270","6457.4",""
"863568000","2208100","3270","6464.1",""
"864709000","2208100","3270","6473.1",""
"865548000","2208100","3270","6480.2",""
"866383000","2208100","3270","6487.0",""
"867217000","2208100","3270","6493.7",""
"868050000","2208100","3270","6500.4",""
"869134000","2448300","3269","6509.1",""
"870026000","2448300","3270","6516.6",""
"870859000","2448300","3270","6523.3",""
"871692000","2448300","3270","6530.0",""
"872526000","2448300","3270","6537.1",""
"873609000","2448300","3270","6545.8",""
"874501000","2448300","3270","6551.7","0x23D39B7280004808"
"875335000","2448300","3270","6558.0","0x3D39F2A80004870"
"876174000","2395300","3270","6564.7","0x23D39B7280004808"
"877008000","2395300","3270","6570.2","0x3D39F2A80004870"
"878091000","2395300","3270","6578.5",""
"878982000","2395300","3270","6584.4",""
"879816000","2395300","3270","6591.1",""
"880649000","2395300","3270","6597.1","0x23D39B7280004808"
"881483000","2395300","3270","6603.4","0x3D39F2680004870"
"882567000","2395300","3271","6611.7",""
"883458000","2198800","3271","6617.6",""
"884292000","2198800","3270","6624.3","0x3D3BD3AC0004870"
"885126000","2198800","3270","6629.8","0x3D39EA280004870"
"885966000","2198800","3270","6636.5",""
"887049000","2198800","3270","6644.0",""
"887941000","2198800","3270","6650.7",""
"888775000","2198800","3270","6657.0",""
"889609000","2198800","3270","6662.5",""
"890441000","2242600","3269","6669.2",""
"891525000","2242600","3269","6676.7",""
"892416000","2242600","3269","6683.4",""
"893249000","2242600","3269","6689.8",""
"894084000","2242600","3268","6695.7",""
"894917000","2242600","3269","6702.4",""
"896011000","2242600","3269","6709.9",""
"896903000","2242600","3269","6716.6",""
"897736000","2212200","3269","6722.5",""
"898571000","2212200","3268","6728.8",""
"899404000","2212200","3269","6735.1","0x23D39B7280004808"
"900486000","2212200","3268","6742.6","0x3D39F2A80004870"
"901378000","2212200","3268","6749.7",""
"902213000","2212200","3268","6755.2",""
"903047000","2212200","3268","6761.9",""
"903881000","2212200","3268","6767.9",""
"904965000","2248900","3267","6776.1",""
"905863000","2248900","3268","6782.5",""
"906697000","2248900","3269","6788.4",""
"907530000","2248900","3268","6795.1",""
"908365000","2248900","3268","6800.2",""
"909449000","2248900","3268","6808.9",""
"910340000","2248900","3268","6815.2",""
"911175000","2248900","3268","6821.5",""
"912008000","2223500","3268","6827.8",""
"912842000","2223500","3268","6833.3",""
"913925000","2223500","3268","6842.0","0x23D39B7480004870"
"914817000","2223500","3268","6847.9","0x3D39F3680004870"
"915657000","2223500","3268","6854.3",""
"916491000","2223500","3268","6860.6",""
"917326000","2223500","3268","6866.5",""
"918409000","2223500","3268","6874.8",""
"919301000","2196200","3268","6880.7",""
"920133000","2196200","3268","6887.4",""
"920967000","2196200","3268","6892.9",""
"921801000","2196200","3268","6899.6",""
"922943000","2196200","3268","6907.5","0x3D39B4480004870"
"923776000","2196200","3268","6913.8",""
"924608000","2196200","3268","6920.5",""
"925442000","2196200","3268","6926.0",""
"926281000","2260700","3268","6932.8",""
"927424000","2260700","3268","6940.2",""
"928257000","2260700","3267","6947.0",""
"929092000","2260700","3268","6952.9","0x23D39B7280004808"
"929925000","2260700","3268","6958.8","0x3D39F4680004870"
"930760000","2260700","3268","6965.5",""
"931901000","2260700","3268","6973.4",""
"932736000","2260700","3269","6980.1",""
"933570000","2197600","3269","6985.6",""
"934404000","2197600","3269","6991.9",""
"935238000","2197600","3269","6998.2",""
"936327000","2197600","3269","7006.1",""
"937218000","2197600","3269","7013.2",""
"938057000","2197600","3270","7018.7",""
"938891000","2197600","3270","7025.1",""
"939724000","2197600","3269","7031.0",""
"940867000","2260900","3269","7040.1",""
"941701000","2260900","3269","7046.8",""
"942535000","2260900","3270","7053.5",""
"943368000","2260900","3269","7060.6",""
"944201000","2260900","3269","7067.3",""
"945285000","2260900","3270","7076.0",""
"946182000","2260900","3269","7083.5",""
"947017000","2260900","3269","7090.2",""
"947850000","2466700","3270","7096.9",""
"948683000","2466700","3270","7103.6",""
"949767000","2466700","3269","7113.1",""
"950660000","2466700","3270","7119.8",""
"951493000","2466700","3269","7125.7","0x23D39B7280004808"
"952326000","2466700","3269","7132.0","0x3D3BD2A80004870"
"953160000","2466700","3270","7138.3",""
"954302000","2466700","3269","7146.2",""
"955134000","2331100","3269","7152.9",""
"955973000","2331100","3269","7158.4",""
"956807000","2331100","3270","7164.8",""
"957641000","2331100","3269","7171.1","0x23D39B7280004808"
"958725000","2331100","3269","7178.6","0x3D39F3680004870"
"959617000","2331100","3270","7185.7",""
"960450000","2331100","3269","7191.2",""
"961284000","2331100","3269","7197.9",""
"962118000","2207700","3269","7203.8",""
"963203000","2207700","3269","7211.7",""
"964094000","2207700","3269","7218.4",""
"964929000","2207700","3270","7224.3",""
"965769000","2207700","3270","7230.6",""
"966601000","2207700","3270","7236.2",""
"967742000","2207700","3270","7245.2",""
"968576000","2207700","3270","7250.8","0x23D39B7280004808"
"969410000","2212900","3270","7257.1","0x3D39F0480004870"
"970244000","2212900","3270","7263.8",""
"971079000","2212900","3270","7269.3",""
"972163000","2212900","3270","7277.6",""
"973053000","2212900","3270","7283.5",""
"973887000","2212900","3270","7290.2",""
"974720000","2212900","3270","7296.1",""
"975560000","2212900","3269","7302.4",""
"976644000","2247500","3269","7310.7",""
"977536000","2247500","3269","7316.6",""
"978370000","2247500","3269","7323.3",""
"979203000","2247500","3268","7328.9",""
"980042000","2247500","3269","7335.2",""
"981125000","2247500","3269","7343.1",""
"982016000","2247500","3269","7349.8",""
"982850000","2247500","3269","7356.1",""
"983684000","2190200","3268","7361.6",""
"984518000","2190200","3268","7368.3",""
"985608000","2190200","3269","7375.8",""
"986500000","2190200","3269","7382.9",""
"987333000","2190200","3268","7388.8","0x23D39B7280004808"
"988167000","2190200","3269","7394.7","0x3D3BD3C80004870"
"989001000","2190200","3269","7401.5",""
"990076000","2190200","3268","7408.5",""
"990975000","2246300","3269","7415.6",""
"991809000","2246300","3269","7421.6",""
"992643000","2246300","3269","7427.9",""
"993476000","2246300","3269","7434.2",""
"994560000","2246300","3269","7441.7",""
"995452000","2246300","3268","7448.8",""
"996292000","2246300","3269","7454.3",""
"997125000","2246300","3269","7461.0",""
"997959000","2225000","3269","7466.9",""
"999101000","2225000","3269","7475.2",""
"999935000","2225000","3269","7481.5",""
"1000770000","2225000","3269","7487.4",""
"1001604000","2225000","3269","7494.2",""
"1002437000","2225000","3269","7499.3",""
"1003521000","2225000","3270","7508.0",""
"1004412000","2225000","3269","7514.3",""
"1005246000","2231200","3269","7520.6",""
"1006085000","2231200","3269","7526.9",""
"1006919000","2231200","3269","7532.4",""
"1008003000","2231200","3269","7541.1","0x23D39B7280004808"
"1008894000","2231200","3269","7547.0","0x3D39F4080004870"
"1009729000","2231200","3269","7553.7","0x3D3BD36C0004870"
"1010562000","2231200","3269","7559.6","0x23D39B7280004808"
"1011396000","2231200","3269","7565.6","0x3D39F3680004870"
"1012479000","2231100","3269","7573.8",""
"1013372000","2231100","3269","7580.1",""
"1014206000","2231100","3268","7586.9",""
"1015040000","2231100","3269","7592.0",""
"1015877000","2231100","3269","7598.7",""
"1017020000","2231100","3268","7607.0",""
"1017854000","2231100","3269","7613.3",""
"1018688000","2231100","3268","7620.4",""
"1019523000","2291500","3268","7627.1",""
"1020357000","2291500","3269","7634.2",""
"1021503000","2291500","3269","7643.3",""
"1022338000","2291500","3269","7650.0",""
"1023172000","2291500","3270","7656.7",""
"1024007000","2291500","3270","7663.0",""
"1024841000","2291500","3270","7669.3",""
"1025930000","2408000","3270","7678.0",""
"1026822000","2408000","3269","7684.7",""
"1027656000","2408000","3269","7691.4",""
"1028490000","2408000","3270","7697.7",""
"1029324000","2408000","3270","7704.1",""
"1030466000","2408000","3270","7712.7","0x3D392F280004870"
"1031301000","2408000","3270","7719.4",""
"1032135000","2408000","3270","7725.8",""
"1032969000","2344200","3270","7732.5",""
"1033804000","2344200","3270","7738.8",""
"1034889000","2344200","3270","7747.1",""
"1035786000","2344200","3270","7753.8",""
"1036620000","2344200","3270","7760.5",""
"1037454000","2344200","3270","7766.8",""
"1038288000","2344200","3270","7773.1",""
"1039429000","2344200","3270","7781.8",""
"1040262000","2328300","3270","7788.5",""
"1041096000","2328300","3271","7794.8",""
"1041929000","2328300","3271","7801.1",""
"1042764000","2328300","3271","7807.4",""
"1043839000","2328300","3270","7815.7",""
"1044739000","2328300","3270","7822.8",""
"1045579000","2328300","3270","7829.1","0x3D3B8A8C0004870"
"1046412000","2328300","3271","7835.5","0x3D3B8C080004870"
"1047246000","2311400","3270","7841.8",""
"1048329000","2311400","3270","7850.1",""
"1049221000","2311400","3270","7857.2",""
"1050055000","2311400","3270","7863.5","0x3D3B87EC0004870"
"1050889000","2311400","3270","7869.8","0x3D3B88C80004870"
"1051723000","2311400","3270","7876.5",""
"1052807000","2311400","3270","7884.8",""
"1053698000","2311400","3270","7891.5",""
"1054532000","2330500","3270","7897.8",""
"1055366000","2330500","3270","7904.1",""
"1056204000","2330500","3269","7910.4",""
"1057287000","2330500","3270","7915.9",""
"1058179000","2330500","3270","7920.7",""
"1059012000","2330500","3270","7925.4",""
"1059845000","2330500","3270","7930.9",""
"1060679000","2330500","3270","7938.0",""
"1061764000","2330500","3270","7946.7",""
"1062656000","2088400","3270","7953.8",""
"1063493000","2088400","3270","7960.9",""
"1064327000","2088400","3270","7967.6",""
"1065162000","2088400","3270","7974.7",""
"1066243000","2088400","3270","7982.6",""
"1067143000","2088400","3270","7988.9",""
"1067977000","2088400","3270","7995.6",""
"1068811000","2088400","3270","8001.1",""
"1069645000","2326700","3270","8007.5",""
"1070786000","2326700","3270","8015.7",""
"1071621000","2326700","3270","8022.1",""
"1072454000","2326700","3270","8028.4","0x23D39B7280004808"
"1073287000","2326700","3270","8033.9","0x3D39F2680004870"
"1074122000","2326700","3269","8040.6",""
"1075205000","2326700","3270","8048.1",""
"1076103000","2326700","3270","8054.8",""
"1076938000","2229200","3270","8061.1",""
"1077772000","2229200","3270","8067.0",""
"1078606000","2229200","3270","8073.7",""
"1079690000","2229200","3270","8080.8",""
"1080581000","2229200","3270","8087.9",""
"1081415000","2229200","3270","8093.5",""
"1082249000","2229200","3270","8100.2",""
"1083083000","2229200","3270","8106.5",""
"1084166000","2216000","3270","8114.0",""
"1085058000","2216000","3270","8121.1",""
"1085898000","2216000","3270","8126.6",""
"1086731000","2216000","3270","8133.3",""
"1087565000","2216000","3270","8138.8","0x3D39B6E80004878"
"1088648000","2216000","3270","8147.1","0x3D39F4080004870"
"1089540000","2216000","3270","8153.8","0x23D39B7280004808"
"1090373000","2216000","3270","8159.7","0x3D39F2280004870"
"1091208000","2240800","3270","8166.0",""
"1092042000","2240800","3270","8171.6",""
"1093125000","2240800","3270","8180.2",""
"1094017000","2240800","3270","8186.2",""
"1094851000","2240800","3270","8192.5",""
"1095691000","2240800","3270","8198.8",""
"1096523000","2240800","3270","8204.7",""
"1097612000","2240800","3270","8213.0",""
"1098504000","2195300","3270","8218.9",""
"1099337000","2195300","3270","8225.6",""
"1100170000","2195300","3270","8231.5",""
"1101003000","2195300","3270","8237.8",""
"1102086000","2195300","3270","8245.7","0x23D39B7280004808"
"1102978000","2195300","3270","8252.0","0x3D39F1C80004870"
"1103812000","2195300","3271","8258.3",""
"1104644000","2195300","3270","8263.9",""
"1105488000","2242400","3270","8270.6",""
"1106571000","2242400","3270","8278.5",""
"1107463000","2242400","3270","8285.2",""
"1108297000","2242400","3271","8291.5",""
"1109131000","2242400","3270","8297.0",""
"1109963000","2242400","3270","8303.7",""
"1111104000","2242400","3270","8311.6",""
"1111938000","2242400","3270","8318.3",""
"1112772000","2232000","3270","8324.2",""
"1113605000","2232000","3270","8330.1",""
"1114440000","2232000","3270","8336.9",""
"1115588000","2232000","3271","8344.7",""
"1116422000","2232000","3271","8351.1",""
"1117255000","2232000","3271","8356.6",""
"1118089000","2232000","3271","8363.3",""
"1118923000","2232000","3271","8369.6",""
"1120007000","2213600","3271","8377.1",""
"1120899000","2213600","3271","8384.2",""
"1121733000","2213600","3271","8389.7",""
"1122566000","2213600","3271","8396.0",""
"1123400000","2213600","3271","8401.9",""
"1124484000","2213600","3270","8410.2",""
"1125376000","2213600","3270","8416.5",""
"1126215000","2213600","3271","8422.4",""
"1127048000","2241300","3270","8429.2",""
"1127882000","2241300","3270","8434.7",""
"1128965000","2241300","3270","8443.0",""
"1129857000","2241300","3270","8449.3",""
"1130691000","2241300","3270","8455.6",""
"1131524000","2241300","3270","8461.9",""
"1132359000","2241300","3269","8467.8",""
"1133500000","2241300","3270","8476.9",""
"1134334000","2280800","3270","8484.0",""
"1135169000","2280800","3270","8490.7",""
"1136008000","2280800","3270","8497.4",""
"1136843000","2280800","3270","8504.1",""
"1137926000","2280800","3270","8512.8","0x3D3BD2880004870"
"1138818000","2280800","3270","8520.3",""
"1139653000","2280800","3270","8527.0",""
"1140486000","2280800","3270","8533.7",""
"1141318000","2466500","3270","8540.8",""
"1142459000","2466500","3270","8549.9",""
"1143293000","2466500","3270","8556.6",""
"1144126000","2466500","3270","8562.1",""
"1144960000","2466500","3270","8568.5",""
"1145799000","2466500","3270","8574.4","0x23D39B7280004808"
"1146884000","2466500","3270","8582.7","0x3D39F3680004870"
"1147781000","2466500","3270","8589.0",""
"1148613000","2261500","3269","8595.3",""
"1149448000","2261500","3269","8601.6",""
"1150283000","2261500","3270","8607.1",""
"1151424000","2261500","3269","8616.2",""
"1152258000","2261500","3269","8621.7",""
"1153092000","2261500","3269","8628.0",""
"1153925000","2261500","3269","8634.3",""
"1154758000","2261500","3269","8640.3",""
"1155848000","2230700","3269","8648.5",""
"1156741000","2230700","3269","8654.9",""
"1157575000","2230700","3269","8661.2",""
"1158409000","2230700","3268","8667.1","0x23D39B7280004808"
"1159244000","2230700","3268","8673.4","0x3D39F3A80004870"
"1160327000","2230700","3268","8681.7","0x23D39B7280004808"
"1161219000","2230700","3268","8687.6","0x3D39F0E80004870"
"1162052000","2230700","3268","8694.3",""
"1162885000","2208100","3268","8699.8",""
"1163719000","2208100","3268","8706.5",""
"1164802000","2208100","3268","8714.0",""
"1165701000","2208100","3268","8720.7",""
"1166534000","2208100","3267","8727.4",""
"1167369000","2208100","3267","8733.0",""
"1168202000","2208100","3268","8739.7",""
"1169285000","2208100","3268","8746.8",""
"1170176000","2246500","3267","8753.9",""
"1171009000","2246500","3267","8759.8",""
"1171843000","2246500","3268","8766.1",""
"1172677000","2246500","3268","8772.4",""
"1173760000","2246500","3267","8779.9",""
"1174651000","2246500","3268","8787.0",""
"1175490000","2246500","3268","8792.5",""
"1176324000","2246500","3268","8799.2",""
"1177158000","2242800","3268","8805.5",""
"1178242000","2242800","3268","8813.0",""
"1179134000","2242800","3269","8820.1",""
"1179968000","2242800","3269","8825.7",""
"1180802000","2242800","3269","8832.4",""
"1181636000","2242800","3269","8837.9",""
"1182719000","2242800","3268","8846.2",""
"1183611000","2242800","3269","8852.5","0x23D39B7280004808"
"1184444000","2214700","3269","8858.8","0x3D39F4280004870"
"1185279000","2214700","3269","8865.1",""
"1186117000","2214700","3269","8870.6",""
"1187200000","2214700","3269","8879.3",""
"1188091000","2214700","3269","8885.2",""
"1188925000","2214700","3269","8891.5",""
"1189763000","2214700","3268","8897.9",""
"1190597000","2214700","3269","8903.8",""
"1191681000","2230100","3269","8912.1",""
"1192572000","2230100","3268","8918.0",""
"1193406000","2230100","3269","8924.7",""
"1194239000","2230100","3269","8930.6",""
"1195074000","2230100","3269","8936.9",""
"1196163000","2230100","3269","8944.8","0x23D39B7280004808"
"1197053000","2230100","3269","8951.1","0x3D39F3680004870"
"1197887000","2230100","3269","8957.8",""
"1198721000","2207300","3269","8963.3",""
"1199556000","2207300","3269","8970.0",""
"1200638000","2207300","3269","8977.5",""
"1201530000","2207300","3269","8984.2",""
"1202364000","2207300","3269","8990.6","0x23D39B7280004808"
"1203198000","2207300","3269","8996.5","0x3D39EFE80004870"
"1204032000","2207300","3269","9002.8",""
"1205115000","2207300","3270","9010.3",""
"1206012000","2246100","3269","9017.4",""
"1206846000","2246100","3269","9023.3",""
"1207680000","2246100","3269","9029.2",""
"1208514000","2246100","3269","9035.9",""
