Time (ns),Current (nA),Voltage (mV),Energy (uJ),DSR
"2276497000","2280000","3271","16957.5",""
"2277331000","2280000","3272","16963.9",""
"2278165000","2280000","3272","16970.6",""
"2278999000","2330100","3271","16976.5",""
"2280081000","2330100","3272","16983.2",""
"2280981000","2330100","3272","16990.3",""
"2281813000","2330100","3271","16997.0",""
"2282646000","2330100","3271","17002.9",""
"2283479000","2330100","3272","17009.2",""
"2284621000","2330100","3272","17017.5",""
"2285455000","2330100","3272","17023.8","0x23D39B7280004808"
"2286290000","2230000","3272","17030.1","0x3D39EDC80004870"
"2287124000","2230000","3272","17036.1",""
"2287958000","2230000","3272","17042.0",""
"2289100000","2230000","3272","17050.3",""
"2289933000","2230000","3272","17056.2",""
"2290771000","2230000","3272","17062.9",""
"2291611000","2230000","3272","17068.8",""
"2292444000","2230000","3272","17075.1",""
"2293586000","2211600","3271","17083.4",""
"2294420000","2211600","3271","17089.3",""
"2295254000","2211600","3271","17095.2",""
"2296088000","2211600","3271","17101.9",""
"2296923000","2211600","3271","17107.8",""
"2298064000","2211600","3272","17116.1",""
"2298898000","2211600","3272","17122.0",""
"2299732000","2211600","3271","17128.8",""
"2300572000","2259000","3271","17135.5",""
"2301405000","2259000","3272","17142.2",""
"2302546000","2259000","3271","17150.5",""
"2303378000","2259000","3271","17156.8",""
"2304212000","2259000","3271","17163.1","0x23D39B7280004808"
"2305046000","2259000","3271","17169.0","0x3D39F1880004870"
"2305879000","2259000","3271","17175.3",""
"2307021000","2259000","3271","17183.6",""
"2307855000","2248700","3271","17189.5",""
"2308688000","2248700","3271","17195.8",""
"2309523000","2248700","3271","17202.1",""
"2310362000","2248700","3271","17208.1",""
"2311445000","2248700","3270","17215.9",""
"2312337000","2248700","3271","17222.3",""
"2313171000","2248700","3271","17228.6",""
"2314005000","2248700","3270","17234.9",""
"2314838000","2225400","3271","17240.8",""
"2315922000","2225400","3271","17249.1",""
"2316815000","2225400","3271","17255.4",""
"2317648000","2225400","3271","17261.3",""
"2318482000","2225400","3271","17267.2",""
"2319316000","2225400","3270","17274.3",""
"2320463000","2225400","3271","17283.4","0x3D3BD36C0004870"
"2321296000","2225400","3271","17290.1","0x3D39F1080004870"
"2322131000","2328300","3271","17296.8",""
"2322963000","2328300","3271","17302.7",""
"2323797000","2328300","3271","17308.7",""
"2324938000","2328300","3271","17316.9",""
"2325771000","2328300","3270","17322.9",""
"2326605000","2328300","3270","17329.2",""
"2327439000","2328300","3270","17335.5",""
"2328273000","2328300","3270","17341.4",""
"2329415000","2215500","3271","17350.1",""
"2330255000","2215500","3271","17356.0",""
"2331088000","2215500","3270","17361.9",""
"2331922000","2215500","3270","17368.2",""
"2332756000","2215500","3270","17374.5",""
"2333844000","2215500","3270","17382.4",""
"2334736000","2215500","3271","17388.7",""
"2335570000","2215500","3271","17394.7",""
"2336404000","2189100","3270","17400.6",""
"2337239000","2189100","3271","17406.9",""
"2338380000","2189100","3271","17415.2",""
"2339215000","2189100","3271","17421.9",""
"2340049000","2189100","3271","17428.6",""
"2340887000","2189100","3271","17435.3",""
"2341721000","2189100","3271","17442.0",""
"2342861000","2189100","3270","17450.3",""
"2343695000","2312400","3270","17456.2",""
"2344528000","2312400","3271","17462.5",""
"2345362000","2312400","3271","17468.8",""
"2346197000","2312400","3271","17474.7",""
"2347339000","2312400","3271","17483.4",""
"2348173000","2312400","3271","17489.3",""
"2349007000","2312400","3271","17495.3",""
"2349840000","2312400","3271","17501.2",""
"2350680000","2224600","3271","17507.5",""
"2351763000","2224600","3271","17515.4","0x23D39B7280004808"
"2352654000","2224600","3271","17522.1","0x3D39A8E80004870"
"2353488000","2224600","3271","17528.0",""
"2354322000","2224600","3271","17533.9",""
"2355156000","2224600","3270","17540.2",""
"2356297000","2224600","3270","17548.5",""
"2357131000","2224600","3270","17554.8",""
"2357965000","2215300","3271","17560.7",""
"2358799000","2215300","3270","17567.0",""
"2359633000","2215300","3270","17573.8",""
"2360781000","2215300","3270","17583.2",""
"2361615000","2215300","3270","17589.5",""
"2362448000","2215300","3270","17595.9",""
"2363282000","2215300","3270","17601.8","0x3D39B9C80004870"
"2364117000","2215300","3270","17608.1",""
"2365200000","2313400","3270","17616.0",""
"2366091000","2313400","3270","17622.7",""
"2366926000","2313400","3270","17628.6",""
"2367760000","2313400","3270","17634.5",""
"2368594000","2313400","3270","17640.8","0x23D39B7280004808"
"2369735000","2313400","3270","17649.1","0x3D3B80680004870"
"2370574000","2313400","3270","17655.4","0x23D39B7280004808"
"2371408000","2313400","3270","17661.7","0x3D39F2A80004870"
"2372242000","2223700","3270","17667.7",""
"2373076000","2223700","3270","17673.6",""
"2374217000","2223700","3270","17681.9",""
"2375055000","2223700","3269","17688.2",""
"2375888000","2223700","3269","17694.5",""
"2376722000","2223700","3269","17700.4",""
"2377556000","2223700","3269","17706.3",""
"2378697000","2223700","3269","17715.0",""
"2379532000","2246700","3269","17721.7",""
"2380372000","2246700","3269","17728.4","0x3D3BD36C0004870"
"2381205000","2246700","3269","17735.5","0x3D39F2A80004870"
"2382039000","2246700","3269","17741.8",""
"2383181000","2246700","3269","17749.7",""
"2384016000","2246700","3269","17756.0",""
"2384849000","2246700","3268","17761.9",""
"2385684000","2246700","3268","17768.3",""
"2386517000","2276500","3268","17774.2",""
"2387600000","2276500","3268","17782.1",""
"2388491000","2276500","3268","17788.8",""
"2389325000","2276500","3268","17795.1",""
"2390164000","2276500","3268","17801.0",""
"2390998000","2276500","3268","17806.9",""
"2392137000","2276500","3268","17815.2",""
"2392971000","2276500","3268","17821.5",""
"2393805000","2230600","3268","17827.8","0x23D39B7280004808"
"2394639000","2230600","3268","17834.1","0x3D39F3080004870"
"2395473000","2230600","3268","17840.1",""
"2396615000","2230600","3269","17848.3",""
"2397449000","2230600","3269","17854.3",""
"2398282000","2230600","3269","17860.2",""
"2399115000","2230600","3269","17867.3",""
"2399949000","2230600","3269","17874.0",""
"2401038000","2297800","3269","17882.7",""
"2401930000","2297800","3269","17889.8",""
"2402764000","2297800","3269","17895.7",""
"2403599000","2297800","3269","17901.6",""
"2404432000","2297800","3269","17907.5",""
"2405573000","2297800","3269","17916.2",""
"2406407000","2297800","3269","17922.1","0x23D39B7280004808"
"2407241000","2297800","3270","17928.4","0x3D0401E80004870"
"2408075000","2242300","3269","17934.7",""
"2408909000","2242300","3269","17940.7",""
"2410051000","2242300","3269","17948.9",""
"2410891000","2242300","3269","17954.9",""
"2411724000","2242300","3269","17961.2",""
"2412558000","2242300","3268","17967.5",""
"2413391000","2242300","3269","17973.4",""
"2414473000","2242300","3269","17981.3",""
"2415366000","2213500","3268","17988.0",""
"2416199000","2213500","3269","17993.9",""
"2417039000","2213500","3269","18000.2",""
"2417872000","2213500","3269","18006.5",""
"2418956000","2213500","3269","18014.8",""
"2419848000","2213500","3270","18021.9",""
"2420688000","2213500","3270","18028.6",""
"2421522000","2213500","3270","18035.3",""
"2422355000","2309400","3270","18041.3",""
"2423439000","2309400","3270","18049.2",""
"2424330000","2309400","3270","18055.5",""
"2425165000","2309400","3270","18062.2","0x23D39B7280004808"
"2425999000","2309400","3271","18068.1","0x3D3BD2880004870"
"2426832000","2309400","3270","18074.0",""
"2427974000","2309400","3270","18082.7",""
"2428807000","2309400","3270","18088.6",""
"2429641000","2214700","3271","18094.5",""
"2430481000","2214700","3271","18100.8",""
"2431316000","2214700","3271","18107.1",""
"2432457000","2214700","3271","18115.4",""
"2433291000","2214700","3271","18121.3",""
"2434124000","2214700","3271","18127.7",""
"2434958000","2214700","3270","18133.6","0x23D39B7280004808"
"2435792000","2214700","3271","18139.9",""
"2436933000","2229600","3270","18148.2","0x3D39B4480004870"
"2437767000","2229600","3270","18154.5",""
"2438601000","2229600","3270","18160.4",""
"2439433000","2229600","3270","18167.5",""
"2440273000","2229600","3270","18173.8",""
"2441349000","2229600","3270","18182.5",""
"2442248000","2229600","3269","18189.2",""
"2443082000","2229600","3269","18195.5",""
"2443917000","2311400","3270","18201.4",""
"2444751000","2311400","3270","18207.7",""
"2445892000","2311400","3270","18216.0",""
"2446726000","2311400","3270","18221.9",""
"2447560000","2311400","3270","18227.9",""
"2448394000","2311400","3269","18234.2",""
"2449227000","2311400","3270","18240.5",""
"2450316000","2311400","3270","18248.4",""
"2451207000","2213300","3270","18254.7",""
"2452040000","2213300","3269","18261.0",""
"2452874000","2213300","3270","18266.9",""
"2453708000","2213300","3270","18273.2",""
"2454850000","2213300","3270","18281.5",""
"2455684000","2213300","3270","18287.8",""
"2456518000","2213300","3270","18293.7",""
"2457352000","2213300","3270","18299.7",""
"2458187000","2226600","3270","18306.0",""
"2459333000","2226600","3270","18315.0",""
"2460173000","2226600","3271","18321.8",""
"2461006000","2226600","3270","18328.9",""
"2461841000","2226600","3270","18335.2",""
"2462674000","2226600","3270","18341.1",""
"2463757000","2226600","3270","18349.0",""
"2464649000","2226600","3270","18355.3",""
"2465481000","2311100","3269","18361.6",""
"2466316000","2311100","3269","18367.5",""
"2467149000","2311100","3270","18374.2",""
"2468291000","2311100","3270","18382.1",""
"2469125000","2311100","3269","18388.4",""
"2469960000","2311100","3269","18394.3",""
"2470799000","2311100","3269","18400.3",""
"2471632000","2311100","3269","18406.6",""
"2472773000","2213100","3269","18414.9",""
"2473607000","2213100","3269","18421.2",""
"2474441000","2213100","3269","18427.5",""
"2475275000","2213100","3269","18433.4",""
"2476109000","2213100","3269","18439.3",""
"2477250000","2213100","3269","18447.6",""
"2478084000","2213100","3268","18453.9",""
"2478919000","2213100","3268","18460.6",""
"2479753000","2278200","3269","18467.3",""
"2480592000","2278200","3268","18474.0",""
"2481734000","2278200","3269","18483.1","0x23D39B7280004808"
"2482568000","2278200","3269","18489.0","0x3D39F0480004870"
"2483401000","2278200","3269","18494.9",""
"2484235000","2278200","3269","18501.3",""
"2485069000","2278200","3269","18507.6",""
"2486211000","2278200","3269","18515.9",""
"2487046000","2262300","3270","18521.8",""
"2487879000","2262300","3269","18528.1",""
"2488714000","2262300","3269","18534.0",""
"2489548000","2262300","3269","18539.9",""
"2490637000","2262300","3269","18547.8",""
"2491529000","2262300","3269","18554.5","0x23D39B7280004808"
"2492363000","2262300","3269","18560.8","0x3D39F1280004870"
"2493197000","2262300","3269","18566.7",""
"2494031000","2207300","3269","18572.7",""
"2495108000","2207300","3270","18580.5",""
"2496007000","2207300","3269","18587.3",""
"2496841000","2207300","3269","18593.6",""
"2497675000","2207300","3269","18599.5",""
"2498509000","2207300","3269","18605.8",""
"2499591000","2207300","3270","18614.5",""
"2500489000","2207300","3269","18622.0",""
"2501328000","2326800","3269","18628.7",""
"2502163000","2326800","3269","18634.6",""
"2502996000","2326800","3269","18640.9",""
"2504137000","2326800","3269","18649.2",""
"2504971000","2326800","3269","18655.5",""
"2505805000","2326800","3270","18661.4",""
"2506639000","2326800","3270","18667.3",""
"2507472000","2326800","3270","18673.7",""
"2508615000","2214700","3270","18681.9",""
"2509448000","2214700","3270","18687.9",""
"2510288000","2214700","3270","18694.6",""
"2511122000","2214700","3270","18700.5",""
"2511956000","2214700","3270","18706.4",""
"2513098000","2214700","3270","18714.7",""
"2513931000","2214700","3270","18721.0",""
"2514765000","2214700","3270","18726.9",""
"2515598000","2225400","3270","18733.2",""
"2516431000","2225400","3270","18739.5",""
"2517513000","2225400","3271","18747.4",""
"2518406000","2225400","3271","18753.7",""
"2519239000","2225400","3270","18760.8",""
"2520080000","2225400","3270","18767.6",""
"2520914000","2225400","3270","18774.3",""
"2522055000","2225400","3270","18782.5",""
"2522889000","2312200","3270","18788.9","0x23D39B7280004808"
"2523723000","2312200","3271","18794.8","0x3D39EEE80004870"
"2524557000","2312200","3270","18801.1",""
"2525391000","2312200","3270","18807.0",""
"2526533000","2312200","3270","18815.3",""
"2527366000","2312200","3270","18821.2",""
"2528201000","2312200","3270","18827.9",""
"2529035000","2312200","3270","18833.8",""
"2529869000","2209400","3270","18839.7",""
"2531015000","2209400","3270","18848.0",""
"2531849000","2209400","3269","18854.3",""
"2532683000","2209400","3270","18860.3",""
"2533517000","2209400","3270","18866.6","0x23D39B7280004808"
"2534351000","2209400","3269","18872.9","0x3D3BD2880004870"
"2535493000","2209400","3269","18881.2",""
"2536326000","2209400","3269","18887.1",""
"2537159000","2213300","3270","18893.0",""
"2537993000","2213300","3269","18899.3",""
"2538827000","2213300","3269","18906.0",""
"2539968000","2213300","3269","18915.1","0x3D3BD3AC0004870"
"2540807000","2213300","3269","18921.8","0x3D3917880004870"
"2541642000","2213300","3269","18928.5",""
"2542477000","2213300","3269","18934.4",""
"2543316000","2213300","3269","18940.3",""
"2544457000","2310300","3268","18948.6",""
"2545290000","2310300","3269","18954.9",""
"2546123000","2310300","3269","18961.3",""
"2546957000","2310300","3269","18967.6",""
"2547792000","2310300","3269","18973.5",""
"2548867000","2310300","3269","18981.4",""
"2549766000","2310300","3269","18987.7",""
"2550605000","2310300","3269","18994.0",""
"2551439000","2242800","3268","19000.3",""
"2552273000","2242800","3269","19006.6",""
"2553357000","2242800","3269","19014.5","0x3D39B6E80004878"
"2554249000","2242800","3269","19020.8","0x3D39F3080004870"
"2555083000","2242800","3269","19026.7",""
"2555917000","2242800","3269","19032.7",""
"2556749000","2242800","3268","19039.0",""
"2557890000","2242800","3269","19047.3","0x23D39B7280004808"
"2558724000","2231800","3269","19054.0","0x3D3B1B280004870"
"2559557000","2231800","3268","19060.7",""
"2560397000","2231800","3269","19067.4",""
"2561231000","2231800","3269","19074.1",""
"2562373000","2231800","3268","19082.4",""
"2563206000","2231800","3268","19088.7",""
"2564039000","2231800","3269","19094.6",""
"2564874000","2231800","3269","19100.9",""
"2565708000","2293900","3269","19106.8",""
"2566791000","2293900","3269","19114.7",""
"2567683000","2293900","3269","19121.4",""
"2568518000","2293900","3268","19127.3",""
"2569351000","2293900","3269","19133.7",""
"2570192000","2293900","3269","19140.0",""
"2571267000","2293900","3269","19147.9",""
"2572167000","2293900","3269","19154.2",""
"2572999000","2213100","3269","19160.1",""
"2573833000","2213100","3269","19166.4",""
"2574667000","2213100","3269","19172.3","0x23D39B7280004808"
"2575809000","2213100","3270","19180.6","0x3D39EB480004870"
"2576643000","2213100","3270","19186.9","0x23D39B7280004808"
"2577476000","2213100","3269","19193.2","0x3D39F2680004870"
"2578310000","2213100","3269","19199.1",""
"2579142000","2213100","3269","19206.2",""
"2580290000","2295900","3269","19215.3",""
"2581125000","2295900","3269","19222.0",""
"2581958000","2295900","3269","19227.9",""
"2582792000","2295900","3270","19234.3",""
"2583626000","2295900","3269","19240.6",""
"2584771000","2295900","3269","19248.9",""
"2585605000","2295900","3269","19254.8",""
"2586438000","2295900","3269","19260.7",""
"2587270000","2243700","3269","19267.0",""
"2588104000","2243700","3269","19273.3",""
"2589246000","2243700","3270","19281.6","0x23D39B7280004808"
"2590086000","2243700","3270","19287.9","0x3D39AF680004870"
"2590919000","2243700","3270","19293.8",""
"2591753000","2243700","3269","19299.7",""
"2592586000","2243700","3269","19306.1",""
"2593728000","2243700","3269","19314.3",""
"2594561000","2229800","3269","19320.7",""
"2595394000","2229800","3269","19327.0",""
"2596228000","2229800","3270","19332.9",""
"2597062000","2229800","3270","19338.8",""
"2598146000","2229800","3269","19346.7",""
"2599037000","2229800","3269","19354.2",""
"2599871000","2229800","3269","19360.9",""
"2600710000","2229800","3270","19367.2",""
"2601542000","2312200","3269","19373.9",""
"2602626000","2312200","3269","19382.2",""
"2603518000","2312200","3269","19389.3",""
"2604352000","2312200","3270","19396.0",""
"2605185000","2312200","3270","19402.3",""
"2606020000","2312200","3269","19409.0",""
"2607162000","2312200","3270","19417.7",""
"2607995000","2312200","3270","19423.2",""
"2608828000","2281000","3269","19428.8",""
"2609662000","2281000","3269","19435.5",""
"2610502000","2281000","3269","19442.2","0x3D3BD36C0004870"
"2611643000","2281000","3269","19450.5","0x3D39EFA80004870"
"2612476000","2281000","3269","19456.4",""
"2613311000","2281000","3269","19462.7",""
"2614145000","2281000","3269","19469.0",""
"2614978000","2281000","3269","19475.3",""
"2616121000","2278800","3269","19483.6",""
"2616955000","2278800","3269","19489.5",""
"2617789000","2278800","3269","19495.4",""
"2618622000","2278800","3269","19501.3",""
"2619455000","2278800","3269","19508.1","0x23D39B7280004808"
"2620602000","2278800","3269","19516.3",""
"2621437000","2278800","3269","19522.3","0x3D39F1880004870"
"2622271000","2278800","3269","19528.2",""
"2623105000","2207700","3269","19534.5",""
"2623938000","2207700","3269","19540.4",""
"2625022000","2207700","3270","19548.3",""
"2625915000","2207700","3270","19555.0",""
"2626753000","2207700","3270","19561.3",""
"2627587000","2207700","3270","19567.2",""
"2628421000","2207700","3270","19573.9",""
"2629563000","2207700","3270","19583.0",""
"2630401000","2294200","3270","19589.7",""
"2631235000","2294200","3271","19595.6",""
"2632068000","2294200","3270","19602.0",""
"2632901000","2294200","3270","19608.3",""
"2633984000","2294200","3271","19616.2",""
"2634877000","2294200","3270","19622.9",""
"2635711000","2294200","3270","19628.8",""
"2636545000","2294200","3270","19634.7",""
"2637378000","2227200","3270","19641.0","0x23D39B7280004808"
"2638519000","2227200","3270","19649.3","0x3D39B3280004870"
"2639353000","2227200","3270","19655.6",""
"2640193000","2227200","3270","19661.5",""
"2641026000","2227200","3270","19667.4",""
"2641860000","2227200","3270","19673.7",""
"2643002000","2227200","3270","19682.0",""
"2643835000","2227200","3270","19688.3",""
"2644669000","2230000","3270","19694.7",""
"2645503000","2230000","3270","19700.6",""
"2646336000","2230000","3271","19706.5",""
"2647478000","2230000","3271","19714.8",""
"2648311000","2230000","3270","19721.9",""
"2649145000","2230000","3270","19728.6",""
"2649979000","2230000","3270","19735.3",""
"2650818000","2230000","3271","19741.6",""
"2651959000","2295900","3270","19749.9","0x23D39B7280004808"
"2652794000","2295900","3270","19756.2","0x3D39F2A80004870"
"2653628000","2295900","3270","19762.1",""
"2654462000","2295900","3271","19768.0",""
"2655296000","2295900","3271","19774.4",""
"2656381000","2295900","3271","19782.2",""
"2657273000","2295900","3271","19788.9",""
"2658107000","2295900","3271","19794.9",""
"2658942000","2208400","3272","19800.8",""
"2659775000","2208400","3271","19806.7",""
"2660921000","2208400","3271","19815.4",""
"2661756000","2208400","3271","19821.3",""
"2662589000","2208400","3271","19827.6","0x23D39B7280004808"
"2663424000","2208400","3271","19833.9","0x3D39EF480004870"
"2664258000","2208400","3271","19839.8",""
"2665398000","2208400","3271","19848.1",""
"2666232000","2213500","3271","19854.0",""
"2667066000","2213500","3270","19860.3",""
"2667900000","2213500","3270","19867.1",""
"2668738000","2213500","3270","19873.8",""
"2669880000","2213500","3271","19882.8",""
"2670719000","2213500","3270","19889.6","0x23D39B7280004808"
"2671554000","2213500","3270","19895.5","0x3D39F1880004870"
"2672388000","2213500","3270","19901.4",""
"2673222000","2309200","3270","19907.3",""
"2674363000","2309200","3270","19915.6",""
"2675196000","2309200","3269","19921.9",""
"2676031000","2309200","3269","19928.2",""
"2676864000","2309200","3269","19934.1",""
"2677697000","2309200","3269","19940.0",""
"2678781000","2309200","3269","19948.3",""
"2679674000","2309200","3270","19954.6",""
"2680514000","2229600","3270","19960.9","0x23D39B7280004808"
"2681348000","2229600","3270","19967.3","0x3D39F2680004870"
"2682182000","2229600","3270","19973.2",""
"2683323000","2229600","3270","19981.5",""
"2684156000","2229600","3270","19987.4",""
"2684989000","2229600","3270","19993.7",""
"2685823000","2229600","3270","20000.0",""
"2686658000","2229600","3271","20005.9",""
"2687799000","2231600","3270","20014.6",""
"2688633000","2231600","3270","20021.3",""
"2689466000","2231600","3270","20028.0",""
"2690305000","2231600","3270","20034.7",""
"2691139000","2231600","3270","20040.6",""
"2692223000","2231600","3269","20048.5",""
"2693113000","2231600","3270","20055.2",""
"2693947000","2231600","3270","20061.6","0x23D39B7280004808"
"2694782000","2311600","3270","20067.9","0x3D39F1880004870"
"2695616000","2311600","3270","20073.8",""
"2696701000","2311600","3271","20081.7","0x3D39F2280004870"
"2697592000","2311600","3271","20088.0","0x3D39F2280004870"
"2698427000","2311600","3270","20094.3",""
"2699261000","2311600","3270","20100.6",""
"2700100000","2311600","3270","20106.5",""
"2701184000","2311600","3270","20114.4",""
"2702076000","2212300","3270","20121.1",""
"2702910000","2212300","3270","20127.0",""
"2703744000","2212300","3270","20133.3",""
"2704579000","2212300","3270","20139.7",""
"2705663000","2212300","3270","20147.5","0x23D39B7280004800"
"2706554000","2212300","3271","20153.9","0x3D39EF680004870"
"2707387000","2212300","3270","20160.2",""
"2708222000","2212300","3270","20166.9",""
"2709056000","2277900","3270","20173.6",""
"2710202000","2277900","3271","20182.7",""
"2711041000","2277900","3270","20189.0",""
"2711876000","2277900","3271","20195.3",""
"2712709000","2277900","3271","20201.2",""
"2713542000","2277900","3270","20207.1",""
"2714684000","2277900","3270","20215.8",""
"2715518000","2277900","3271","20221.7",""
"2716352000","2245000","3271","20227.6",""
"2717186000","2245000","3271","20234.0",""
"2718020000","2245000","3270","20240.3",""
"2719161000","2245000","3271","20248.5",""
"2719995000","2245000","3271","20254.5",""
"2720834000","2245000","3270","20260.8",""
"2721669000","2245000","3270","20266.7",""
"2722502000","2245000","3270","20273.0",""
"2723645000","2229200","3270","20281.3",""
"2724479000","2229200","3270","20287.6",""
"2725312000","2229200","3270","20293.5",""
"2726147000","2229200","3270","20299.4",""
"2726980000","2229200","3269","20305.7",""
"2728121000","2229200","3270","20314.8",""
"2728955000","2229200","3270","20321.5",""
"2729789000","2229200","3270","20328.2",""
"2730629000","2328400","3269","20335.0",""
"2731463000","2328400","3269","20340.9",""
"2732547000","2328400","3270","20348.8",""
"2733439000","2328400","3270","20355.1",""
"2734272000","2328400","3269","20361.4",""
"2735106000","2328400","3270","20367.3","0x23D39B7280004808"
"2735938000","2328400","3269","20373.6","0x3D0401E80004870"
"2737023000","2328400","3269","20381.5","0x23D39B7280004808"
"2737915000","2214700","3269","20388.2","0x3D39F2E80004870"
"2738749000","2214700","3269","20394.1",""
"2739582000","2214700","3269","20400.0",""
"2740420000","2214700","3269","20406.4",""
"2741562000","2214700","3269","20414.6",""
"2742395000","2214700","3269","20420.9",""
"2743229000","2214700","3269","20426.9",""
"2744064000","2214700","3269","20433.2",""
"2744897000","2208600","3269","20439.1",""
"2745981000","2208600","3269","20447.0",""
"2746872000","2208600","3269","20453.7",""
"2747706000","2208600","3269","20460.0",""
"2748541000","2208600","3269","20466.7",""
"2749374000","2208600","3268","20473.4",""
"2750520000","2208600","3269","20482.5",""
"2751354000","2208600","3268","20488.8",""
"2752188000","2312400","3269","20494.7",""
"2753026000","2312400","3269","20500.6",""
"2753860000","2312400","3269","20507.0",""
"2754944000","2312400","3269","20514.8",""
"2755836000","2312400","3269","20521.6",""
"2756671000","2312400","3269","20527.5",""
"2757504000","2312400","3269","20533.4",""
"2758336000","2312400","3269","20539.7","0x23D39B7480004870"
"2759421000","2214600","3269","20547.6","0x3D39EB480004870"
"2760319000","2214600","3269","20554.3",""
"2761152000","2214600","3269","20560.6",""
"2761986000","2214600","3269","20566.5",""
"2762820000","2214600","3270","20572.4",""
"2763962000","2214600","3270","20580.7",""
"2764795000","2214600","3269","20587.0",""
"2765629000","2214600","3270","20593.3",""
"2766463000","2223700","3270","20599.3",""
"2767297000","2223700","3270","20605.6",""
"2768381000","2223700","3270","20614.3",""
"2769273000","2223700","3270","20621.4",""
"2770112000","2223700","3270","20628.1",""
"2770946000","2223700","3270","20634.0",""
"2771779000","2223700","3271","20640.3",""
"2772920000","2223700","3271","20648.6","0x23D39B7280004808"
"2773753000","2312400","3271","20654.9",""
"2774588000","2312400","3271","20660.8","0x3D39F1C80004870"
"2775421000","2312400","3271","20666.7",""
"2776254000","2312400","3271","20672.6",""
"2777395000","2312400","3271","20681.3",""
"2778229000","2312400","3271","20687.6",""
"2779063000","2312400","3272","20693.6",""
"2779898000","2312400","3271","20699.9",""
"2780738000","2207700","3272","20705.8",""
"2781879000","2207700","3272","20714.1",""
"2782713000","2207700","3272","20720.4",""
"2783546000","2207700","3271","20726.7","0x23D39B7280004808"
"2784380000","2207700","3272","20732.6","0x3D39F3A80004870"
"2785213000","2207700","3271","20738.5",""
"2786290000","2207700","3271","20746.4",""
"2787190000","2207700","3271","20753.1",""
"2788023000","2247900","3272","20759.8",""
"2788858000","2247900","3271","20766.5",""
"2789693000","2247900","3271","20773.2",""
"2790839000","2247900","3272","20781.9",""
"2791673000","2247900","3271","20788.2",""
"2792506000","2247900","3272","20794.2",""
"2793340000","2247900","3271","20800.1",""
"2794173000","2247900","3271","20806.4","0x3D3BD36C0004870"
"2795319000","2277700","3271","20814.7","0x3D39F3080004870"
"2796153000","2277700","3271","20820.6",""
"2796986000","2277700","3271","20826.9","0x23D39B7280004808"
"2797819000","2277700","3271","20833.2","0x3D39F3680004870"
"2798653000","2277700","3271","20839.1",""
"2799737000","2277700","3270","20847.0",""
"2800635000","2277700","3271","20853.3",""
"2801469000","2277700","3271","20859.6",""
"2802303000","2225200","3270","20866.0",""
"2803136000","2225200","3271","20871.9",""
"2804220000","2225200","3271","20880.2",""
"2805112000","2225200","3271","20886.5",""
"2805945000","2225200","3271","20892.4",""
"2806779000","2225200","3271","20898.7","0x3D39B6E80004878"
"2807613000","2225200","3271","20905.4","0x3D3BD2A80004870"
"2808688000","2225200","3271","20913.7",""
"2809587000","2298100","3271","20921.2",""
"2810427000","2298100","3271","20927.9",""
"2811261000","2298100","3270","20933.8",""
"2812095000","2298100","3270","20939.7",""
"2813236000","2298100","3270","20948.0",""
"2814070000","2298100","3271","20953.9",""
"2814903000","2298100","3270","20960.2","0x3D39B8680004870"
"2815737000","2298100","3270","20966.6",""
"2816570000","2225400","3270","20972.5",""
"2817712000","2225400","3270","20980.8",""
"2818545000","2225400","3270","20987.1",""
"2819379000","2225400","3270","20993.0",""
"2820219000","2225400","3270","20999.3","0x23D39B7280004808"
"2821053000","2225400","3270","21005.2","0x3D39F2280004870"
"2822195000","2225400","3270","21013.9",""
"2823030000","2225400","3270","21019.8",""
"2823863000","2212500","3270","21025.7",""
"2824697000","2212500","3270","21031.6",""
"2825531000","2212500","3270","21038.3",""
"2826672000","2212500","3269","21046.2",""
"2827506000","2212500","3270","21052.9",""
"2828340000","2212500","3270","21059.7",""
"2829174000","2212500","3270","21066.4",""
"2830008000","2212500","3271","21073.1",""
"2831156000","2312000","3270","21081.4",""
"2831989000","2312000","3271","21087.3",""
"2832823000","2312000","3270","21093.6",""
"2833658000","2312000","3270","21099.9",""
"2834492000","2312000","3271","21105.8",""
"2835632000","2312000","3270","21114.1",""
"2836471000","2312000","3270","21120.4",""
"2837305000","2312000","3270","21126.3",""
"2838138000","2225600","3270","21132.6","0x3D39B6E80004808"
"2838972000","2225600","3271","21139.0","0x23D39B7280004808"
"2840056000","2225600","3271","21146.8",""
"2840954000","2225600","3271","21153.2","0x3D39F2680004870"
"2841787000","2225600","3271","21159.1",""
"2842619000","2225600","3271","21165.0",""
"2843453000","2225600","3271","21171.7",""
"2844538000","2225600","3271","21179.6",""
"2845431000","2229200","3271","21186.3",""
"2846265000","2229200","3271","21192.2",""
"2847099000","2229200","3271","21198.1",""
"2847933000","2229200","3271","21205.2",""
"2849076000","2229200","3271","21214.3",""
"2849909000","2229200","3271","21221.0",""
"2850749000","2229200","3271","21226.9",""
"2851583000","2229200","3271","21233.2",""
"2852418000","2310300","3271","21239.6",""
"2853559000","2310300","3270","21247.8",""
"2854393000","2310300","3271","21253.8",""
"2855227000","2310300","3271","21259.7",""
"2856061000","2310300","3271","21266.0",""
"2856895000","2310300","3271","21272.3",""
"2857978000","2310300","3270","21280.2",""
"2858870000","2310300","3270","21286.5",""
"2859704000","2214700","3270","21292.8",""
"2860544000","2214700","3270","21298.7",""
"2861378000","2214700","3270","21304.6",""
