Time (ns),Current (nA),Voltage (mV),Energy (uJ),DSR
"150409000","2222700","3271","1133.7",""
"151243000","2222700","3271","1139.6",""
"152318000","2222700","3271","1147.5",""
"153218000","2222700","3270","1154.2",""
"154051000","2222700","3271","1160.1","0x3D3BD36C0004870"
"154885000","2222700","3271","1166.4","0x3D3BD7880004870"
"155719000","2222700","3271","1172.3",""
"156807000","2222700","3271","1180.2",""
"157700000","2213300","3270","1186.9",""
"158534000","2213300","3271","1192.8",""
"159367000","2213300","3271","1199.1",""
"160201000","2213300","3271","1205.0",""
"161343000","2213300","3271","1213.3",""
"162177000","2213300","3271","1219.6",""
"163012000","2213300","3271","1225.6",""
"163845000","2213300","3271","1231.9",""
"164678000","2209800","3271","1237.8",""
"165821000","2209800","3272","1246.5",""
"166661000","2209800","3272","1252.4",""
"167494000","2209800","3271","1258.7",""
"168329000","2209800","3271","1264.6",""
"169163000","2209800","3271","1270.9",""
"170247000","2209800","3271","1278.8",""
"171140000","2209800","3271","1285.5",""
"171973000","2228500","3271","1291.4",""
"172807000","2228500","3271","1297.8",""
"173642000","2228500","3270","1303.7",""
"174717000","2228500","3271","1311.6",""
"175616000","2228500","3271","1318.7",""
"176450000","2228500","3270","1324.6",""
"177289000","2228500","3270","1330.9",""
"178123000","2228500","3270","1336.8",""
"179264000","2230000","3270","1345.1",""
"180097000","2230000","3271","1351.4",""
"180931000","2230000","3270","1358.1",""
"181766000","2230000","3270","1364.4",""
"182600000","2230000","3270","1370.3",""
"183741000","2230000","3270","1378.6",""
"184574000","2230000","3269","1384.9",""
"185409000","2230000","3270","1390.9",""
"186243000","2278400","3270","1397.6",""
"187081000","2278400","3269","1403.9",""
"188223000","2278400","3269","1412.2","0x23D39B7280004808"
"189057000","2278400","3269","1418.1","0x3D39F2A80004870"
"189895000","2278400","3269","1424.4",""
"190727000","2278400","3270","1430.3",""
"191562000","2278400","3270","1437.0",""
"192704000","2278400","3269","1445.7",""
"193538000","2245200","3270","1451.6",""
"194372000","2245200","3270","1457.9",""
"195206000","2245200","3270","1463.8",""
"196039000","2245200","3269","1470.1",""
"197187000","2245200","3270","1478.8",""
"198021000","2245200","3270","1485.1","0x3D39B6E80004808"
"198855000","2245200","3270","1491.5","0x3D3BD3C80004870"
"199689000","2245200","3270","1497.4","0x23D39B7280004808"
"200523000","2241800","3270","1503.3","0x3D39F2280004870"
"201663000","2241800","3270","1512.0","0x3D3BD3AC0004870"
"202497000","2241800","3270","1518.3","0x3D39F1680004870"
"203332000","2241800","3270","1524.6",""
"204165000","2241800","3270","1530.5",""
"204998000","2241800","3270","1536.8",""
"206082000","2241800","3270","1544.7",""
"206979000","2241800","3270","1551.4",""
"207814000","2262800","3270","1557.7",""
"208647000","2262800","3270","1564.0",""
"209481000","2262800","3269","1570.0","0x3D3BD36C0004870"
"210565000","2262800","3269","1578.2","0x3D3BD3C80004870"
"211456000","2262800","3269","1584.6",""
"212290000","2262800","3269","1590.9",""
"213124000","2262800","3269","1597.6",""
"213957000","2262800","3269","1603.5",""
"215098000","2248500","3269","1611.8",""
"215931000","2248500","3269","1618.1",""
"216770000","2248500","3268","1624.0",""
"217604000","2248500","3269","1630.3",""
"218439000","2248500","3269","1637.0","0x3D3BD3AC0004870"
"219581000","2248500","3269","1645.3","0x3D39B6C80004870"
"220415000","2248500","3269","1651.2",""
"221248000","2248500","3269","1657.5",""
"222082000","2242400","3269","1663.5",""
"222916000","2242400","3270","1669.8","0x23D39B7280004808"
"224057000","2242400","3270","1678.4","0x3D39F3080004870"
"224890000","2242400","3269","1684.8",""
"225723000","2242400","3270","1690.7",""
"226563000","2242400","3270","1697.0",""
"227397000","2242400","3269","1702.9",""
"228481000","2242400","3269","1710.8",""
"229373000","2279200","3269","1718.3",""
"230207000","2279200","3269","1724.2",""
"231104000","2279200","3269","1730.9",""
"231939000","2279200","3270","1736.8",""
"233022000","2279200","3270","1745.1",""
"233913000","2279200","3269","1751.4",""
"234747000","2279200","3270","1758.1",""
"235581000","2279200","3270","1764.1",""
"236416000","2240600","3270","1770.4",""
"237505000","2240600","3271","1778.3",""
"238398000","2240600","3271","1785.0",""
"239232000","2240600","3270","1790.9",""
"240065000","2240600","3270","1797.6",""
"240898000","2240600","3271","1803.9",""
"242039000","2240600","3271","1812.2",""
"242873000","2240600","3271","1818.1","0x23D39B7280004808"
"243707000","2246300","3270","1824.4","0x3D39F1880004870"
"244541000","2246300","3270","1830.3","0x23D39B7280004808"
"245375000","2246300","3270","1837.0","0x3D3BD3E80004870"
"246516000","2246300","3271","1845.3",""
"247356000","2246300","3271","1851.6",""
"248190000","2246300","3271","1858.0",""
"249024000","2246300","3271","1863.9",""
"249858000","2246300","3272","1870.2",""
"250999000","2262300","3271","1878.9",""
"251833000","2262300","3272","1884.8",""
"252668000","2262300","3272","1891.1",""
"253502000","2262300","3272","1897.0",""
"254334000","2262300","3272","1902.9",""
"255418000","2262300","3272","1911.2",""
"256310000","2262300","3272","1918.3",""
"257150000","2262300","3273","1924.2",""
"257984000","2242200","3273","1930.5",""
"258818000","2242200","3273","1936.5",""
"259894000","2242200","3273","1944.3",""
"260793000","2242200","3273","1951.1",""
"261627000","2242200","3273","1957.4",""
"262462000","2242200","3273","1963.7",""
"263295000","2242200","3272","1970.0","0x23D39B7280004808"
"264379000","2242200","3272","1977.9","0x3D0401C80004870"
"265271000","2230800","3272","1984.2",""
"266105000","2230800","3272","1990.5",""
"266945000","2230800","3272","1997.2",""
"267779000","2230800","3273","2003.1",""
"268920000","2230800","3272","2011.4",""
"269755000","2230800","3272","2017.7","0x23D39B7280004808"
"270589000","2230800","3272","2024.0","0x3D3BD2A80004870"
"271422000","2230800","3272","2030.0","0x23D39B7280004808"
"272256000","2259400","3272","2036.3","0x3D3AF0480004870"
"273343000","2259400","3273","2044.6",""
"274235000","2259400","3273","2051.3",""
"275069000","2259400","3272","2057.2",""
"275902000","2259400","3272","2063.5",""
"276741000","2259400","3273","2069.4",""
"277883000","2259400","3272","2078.5",""
"278717000","2259400","3273","2084.4",""
"279552000","2261300","3273","2090.7",""
"280385000","2261300","3273","2096.6",""
"281218000","2261300","3272","2102.9",""
"282301000","2261300","3272","2110.8",""
"283193000","2261300","3272","2117.9",""
"284028000","2261300","3272","2123.8",""
"284862000","2261300","3272","2130.2",""
"285695000","2261300","3271","2136.5",""
"286785000","2247700","3271","2144.4",""
"287677000","2247700","3271","2151.1","0x23D39B7280004808"
"288510000","2247700","3272","2157.4","0x3D3AEF680004870"
"289344000","2247700","3272","2163.7",""
"290178000","2247700","3272","2170.0",""
"291262000","2247700","3272","2177.9",""
"292155000","2247700","3272","2184.2",""
"292989000","2247700","3272","2190.5",""
"293822000","2259400","3272","2196.8",""
"294657000","2259400","3272","2203.1","0x23D39B7280004808"
"295798000","2259400","3271","2211.4","0x3D0402680004870"
"296637000","2259400","3271","2217.7",""
"297470000","2259400","3271","2223.7",""
"298304000","2259400","3270","2230.0",""
"299138000","2259400","3271","2236.3",""
"300279000","2259400","3271","2245.0",""
"301113000","2262800","3271","2251.3","0x23D39B7280004808"
"301947000","2262800","3271","2257.2","0x3D3BD36C0004870"
"302781000","2262800","3271","2263.5","0x23D39B7280004808"
"303614000","2262800","3271","2269.4","0x3D39F2A80004870"
"304755000","2262800","3271","2278.1",""
"305589000","2262800","3271","2284.4",""
"306423000","2262800","3271","2290.7",""
"307263000","2262800","3271","2296.6",""
"308097000","2242400","3272","2303.0",""
"309239000","2242400","3272","2311.2",""
"310073000","2242400","3272","2317.6",""
"310908000","2242400","3272","2323.9",""
"311742000","2242400","3272","2330.2",""
"312576000","2242400","3271","2336.1",""
"313652000","2242400","3272","2344.0",""
"314550000","2242400","3272","2350.7",""
"315389000","2246100","3272","2357.0",""
"316222000","2246100","3271","2363.7",""
"317061000","2246100","3272","2369.6",""
"318203000","2246100","3272","2377.9",""
"319037000","2246100","3272","2384.2","0x23D39B7280004808"
"319871000","2246100","3272","2390.1","0x3D39F2680004870"
"320705000","2246100","3272","2396.5",""
"321540000","2246100","3272","2403.2",""
"322681000","2262400","3272","2411.4",""
"323515000","2262400","3272","2417.4",""
"324349000","2262400","3272","2423.7",""
"325183000","2262400","3272","2429.6",""
"326016000","2262400","3272","2435.9",""
"327163000","2262400","3272","2444.6",""
"327997000","2262400","3272","2450.9",""
"328831000","2262400","3272","2456.8",""
"329663000","2242800","3271","2463.1",""
"330498000","2242800","3272","2469.0",""
"331639000","2242800","3272","2477.7",""
"332473000","2242800","3272","2484.4","0x23D39B7280004808"
"333307000","2242800","3271","2490.3","0x3D39F2080004870"
"334141000","2242800","3271","2496.3",""
"334976000","2242800","3271","2502.6",""
"336059000","2242800","3271","2510.5",""
"336957000","2245500","3271","2517.2",""
"337790000","2245500","3271","2523.9",""
"338624000","2245500","3270","2529.8",""
"339458000","2245500","3270","2536.1","0x23D39B7280004808"
"340599000","2245500","3271","2544.4",""
"341433000","2245500","3271","2550.3","0x3D39EE680004870"
"342267000","2245500","3270","2556.6","0x3D3BD2C80004870"
"343100000","2245500","3271","2563.3",""
"343934000","2261700","3271","2569.2",""
"345076000","2261700","3271","2577.5",""
"345910000","2261700","3271","2583.8",""
"346750000","2261700","3271","2589.8",""
"347584000","2261700","3271","2596.5",""
"348423000","2261700","3271","2602.8",""
"349508000","2261700","3271","2611.1",""
"350399000","2261700","3270","2617.4",""
"351232000","2260500","3270","2623.7",""
"352066000","2260500","3270","2630.0",""
"352900000","2260500","3270","2635.9",""
"354042000","2260500","3270","2644.2",""
"354874000","2260500","3270","2650.5","0x23D39B7280004808"
"355708000","2260500","3270","2656.8","0x3D3BD2E80004870"
"356547000","2260500","3270","2663.1",""
"357385000","2260500","3270","2669.5",""
"358526000","2245300","3270","2677.7",""
"359360000","2245300","3270","2683.7",""
"360194000","2245300","3269","2690.0",""
"361028000","2245300","3269","2696.3",""
"361860000","2245300","3269","2703.0",""
"363002000","2245300","3269","2711.3",""
"363836000","2245300","3269","2717.2",""
"364670000","2245300","3269","2723.1",""
"365502000","2244900","3269","2729.4",""
"366336000","2244900","3269","2735.7",""
"367417000","2244900","3269","2744.0",""
"368317000","2244900","3269","2750.7",""
"369151000","2244900","3269","2756.6",""
"369985000","2244900","3269","2763.0",""
"370820000","2244900","3269","2768.9",""
"371961000","2244900","3269","2777.6",""
"372794000","2262600","3270","2783.9",""
"373628000","2262600","3269","2789.8",""
"374462000","2262600","3270","2796.1",""
"375296000","2262600","3270","2802.0","0x3D3BD3AC0004870"
"376437000","2262600","3270","2810.7","0x3D39AB080004870"
"377277000","2262600","3270","2817.0",""
"378111000","2262600","3271","2823.3","0x23D39B7280004808"
"378944000","2262600","3271","2829.2","0x3D39EF480004870"
"379778000","2242200","3270","2835.5","0x23D39B7280004808"
"380921000","2242200","3270","2843.8","0x3D39EB080004870"
"381755000","2242200","3270","2850.1",""
"382588000","2242200","3271","2856.1",""
"383421000","2242200","3270","2862.8",""
"384256000","2242200","3270","2868.7",""
"385340000","2242200","3271","2876.6",""
"386231000","2242200","3270","2883.3",""
"387070000","2229400","3270","2889.2",""
"387905000","2229400","3270","2895.5",""
"388739000","2229400","3270","2902.2",""
"389822000","2229400","3269","2910.1",""
"390715000","2229400","3270","2916.4",""
"391549000","2229400","3270","2922.7",""
"392383000","2229400","3270","2928.6",""
"393216000","2229400","3270","2935.0",""
"394358000","2263900","3269","2943.6",""
"395191000","2263900","3270","2949.9",""
"396025000","2263900","3270","2955.9",""
"396863000","2263900","3269","2962.2",""
"397697000","2263900","3269","2968.1",""
"398877000","2263900","3269","2977.2",""
"399711000","2263900","3270","2983.5","0x3D39B6E80004878"
"400545000","2263900","3269","2989.4","0x3D39F2080004870"
"401378000","2248000","3269","2995.7","0x23D39B7280004808"
"402212000","2248000","3270","3001.6","0x3D3BD3280004870"
"403353000","2248000","3270","3010.3",""
"404187000","2248000","3270","3016.2",""
"405021000","2248000","3271","3022.9",""
"405855000","2248000","3270","3028.8",""
"406693000","2248000","3270","3035.2",""
"407835000","2248000","3270","3043.4",""
"408668000","2246500","3270","3049.8",""
"409502000","2246500","3270","3056.1",""
"410336000","2246500","3270","3062.4",""
"411170000","2246500","3270","3068.3",""
"412311000","2246500","3270","3076.6",""
"413144000","2246500","3270","3082.9",""
"413978000","2246500","3270","3088.8",""
"414810000","2246500","3270","3095.1",""
"415643000","2262400","3270","3101.8",""
"416791000","2262400","3270","3110.1",""
"417625000","2262400","3270","3116.4",""
"418459000","2262400","3270","3122.3",""
"419293000","2262400","3269","3128.7",""
"420127000","2262400","3269","3134.6",""
"421204000","2262400","3269","3143.3",""
"422103000","2262400","3269","3149.6",""
"422937000","2245500","3269","3155.9",""
"423771000","2245500","3269","3161.8",""
"424605000","2245500","3270","3168.1",""
"425746000","2245500","3270","3176.4",""
"426585000","2245500","3270","3183.1",""
"427419000","2245500","3270","3189.0",""
"428252000","2245500","3270","3195.3",""
"429086000","2245500","3270","3201.2",""
"430228000","2229800","3270","3209.5",""
"431061000","2229800","3271","3215.8",""
"431894000","2229800","3270","3222.6",""
"432728000","2229800","3270","3228.5",""
"433562000","2229800","3271","3234.8",""
"434704000","2229800","3271","3243.1",""
"435538000","2229800","3271","3249.0",""
"436371000","2229800","3271","3255.3","0x3D3BD3AC0004870"
"437211000","2259900","3271","3261.6","0x3D39ED880004870"
"438045000","2259900","3271","3267.9","0x23D39B7280004808"
"439186000","2259900","3271","3276.2",""
"440020000","2259900","3271","3282.5","0x3D39F3080004870"
"440859000","2259900","3271","3288.4",""
"441692000","2259900","3271","3294.7",""
"442526000","2259900","3271","3301.1",""
"443610000","2259900","3271","3308.9",""
"444502000","2246100","3271","3315.7",""
"445335000","2246100","3271","3321.6",""
"446169000","2246100","3271","3327.9","0x23D39B7280004808"
"447008000","2246100","3271","3334.2","0x3D3B16E80004870"
"448149000","2246100","3271","3342.9",""
"448983000","2246100","3271","3349.2",""
"449817000","2246100","3270","3355.1","0x3D3BD2880004870"
"450651000","2246100","3271","3361.0",""
"451485000","2259900","3271","3367.7",""
"452628000","2259900","3271","3376.0",""
"453461000","2259900","3272","3382.3",""
"454295000","2259900","3271","3388.6",""
"455129000","2259900","3271","3394.6",""
"455963000","2259900","3271","3400.9",""
"457110000","2259900","3271","3409.2",""
"457944000","2259900","3271","3415.5",""
"458779000","2245500","3272","3421.8",""
"459613000","2245500","3272","3428.1",""
"460446000","2245500","3272","3434.0",""
"461587000","2245500","3272","3442.3",""
"462421000","2245500","3272","3448.6",""
"463255000","2245500","3272","3454.9",""
"464090000","2245500","3272","3461.2",""
"464923000","2245500","3271","3467.5",""
"466065000","2247700","3271","3475.8","0x23D39B7280004808"
"466903000","2247700","3271","3481.7","0x3D39F2A80004870"
"467737000","2247700","3272","3488.1",""
"468571000","2247700","3271","3494.4",""
"469406000","2247700","3271","3500.7",""
"470546000","2247700","3271","3509.0",""
"471379000","2247700","3271","3515.3",""
"472212000","2247700","3271","3521.2",""
"473046000","2243200","3271","3527.5",""
"473880000","2243200","3270","3533.4",""
"474955000","2243200","3270","3542.1",""
"475854000","2243200","3270","3548.8",""
"476693000","2243200","3271","3554.7",""
"477527000","2243200","3270","3561.0",""
"478362000","2243200","3270","3567.0",""
"479504000","2243200","3271","3575.2",""
"480338000","2262400","3271","3581.9",""
"481172000","2262400","3270","3588.3",""
"482006000","2262400","3271","3594.2",""
"482845000","2262400","3270","3600.5",""
"483988000","2262400","3270","3608.8","0x23D39B7280004808"
"484821000","2262400","3270","3614.7","0x3D3B1AE80004870"
"485655000","2262400","3270","3621.4",""
"486489000","2262400","3271","3627.7",""
"487328000","2240600","3271","3633.6",""
"488469000","2240600","3270","3641.9",""
"489303000","2240600","3270","3648.2",""
"490137000","2240600","3271","3654.1",""
"490970000","2240600","3271","3660.8",""
"491803000","2240600","3270","3667.2",""
"492887000","2240600","3270","3675.0",""
"493778000","2240600","3271","3681.8",""
"494613000","2248100","3271","3687.7",""
"495447000","2248100","3270","3693.6",""
"496281000","2248100","3270","3700.3",""
"497370000","2248100","3270","3708.6","0x23D39B7280004808"
"498262000","2248100","3270","3714.9","0x3D3BD2A80004870"
"499094000","2248100","3270","3721.2",""
"499929000","2248100","3270","3727.1",""
"500763000","2248100","3270","3733.4",""
"501904000","2262600","3270","3742.1",""
"502738000","2262600","3270","3748.4",""
"503572000","2262600","3270","3754.3",""
"504405000","2262600","3270","3760.7",""
"505239000","2262600","3270","3766.6",""
"506381000","2262600","3270","3774.9",""
"507219000","2262600","3270","3781.6",""
"508053000","2262600","3270","3787.9",""
"508887000","2242800","3270","3793.8",""
"509721000","2242800","3270","3800.1",""
"510862000","2242800","3271","3808.4",""
"511697000","2242800","3270","3814.3",""
"512530000","2242800","3270","3821.0",""
"513363000","2242800","3270","3827.3",""
"514197000","2242800","3270","3833.6","0x23D39B7280004808"
"515339000","2242800","3270","3841.9","0x3D0402280004870"
"516174000","2247500","3271","3847.8",""
"517013000","2247500","3271","3854.2",""
"517846000","2247500","3271","3860.5",""
"518680000","2247500","3271","3866.8",""
"519821000","2247500","3271","3875.1",""
"520654000","2247500","3271","3881.4",""
"521488000","2247500","3271","3887.3",""
"522322000","2247500","3271","3893.6",""
"523156000","2260300","3271","3899.9",""
"524297000","2260300","3270","3908.6",""
"525136000","2260300","3270","3914.9",""
"525969000","2260300","3271","3920.8",""
"526809000","2260300","3270","3927.1","0x23D39B7280004808"
"527641000","2260300","3271","3933.1","0x3D39F3480004870"
"528725000","2260300","3271","3941.3",""
"529616000","2260300","3271","3947.7",""
"530450000","2245300","3270","3954.0",""
"531284000","2245300","3270","3960.7",""
"532117000","2245300","3270","3966.6",""
"533202000","2245300","3271","3974.5",""
"534093000","2245300","3270","3980.8",""
"534928000","2245300","3270","3987.1",""
"535762000","2245300","3271","3993.4",""
"536602000","2245300","3271","4000.1",""
"537744000","2261900","3271","4008.4",""
"538578000","2261900","3271","4014.7",""
"539412000","2261900","3271","4020.6",""
"540245000","2261900","3272","4027.0",""
"541080000","2261900","3272","4032.9",""
"542222000","2261900","3272","4041.5","0x3D3BD3AC0004870"
"543054000","2261900","3271","4047.9","0x3D0401E80004870"
"543887000","2261900","3272","4053.8",""
"544720000","2244700","3272","4060.1",""
"545554000","2244700","3271","4066.0",""
"546644000","2244700","3271","4074.3",""
"547535000","2244700","3271","4081.0",""
"548370000","2244700","3272","4087.3",""
"549204000","2244700","3271","4093.2",""
"550038000","2244700","3271","4099.5",""
"551122000","2244700","3272","4107.4",""
"552014000","2245300","3271","4114.1",""
"552848000","2245300","3271","4120.4",""
"553682000","2245300","3271","4126.8",""
"554516000","2245300","3271","4133.1",""
"555657000","2245300","3270","4141.0",""
"556491000","2245300","3271","4147.3",""
"557329000","2245300","3271","4153.2","0x3D3B17880004870"
"558162000","2245300","3271","4159.9",""
"558996000","2260500","3271","4166.2",""
"560137000","2260500","3270","4174.5",""
"560972000","2260500","3270","4180.8","0x23D39B7280004808"
"561806000","2260500","3270","4186.7","0x3D39F2C80004870"
"562638000","2260500","3269","4193.0",""
"563473000","2260500","3270","4199.3",""
"564613000","2260500","3270","4208.0",""
"565447000","2260500","3270","4213.9",""
"566280000","2248300","3269","4220.3",""
"567125000","2248300","3270","4226.2",""
"567958000","2248300","3270","4232.5","0x23D39B7280004808"
"569099000","2248300","3270","4241.2","0x3D39EDC80004870"
"569934000","2248300","3270","4247.5",""
"570768000","2248300","3270","4253.4",""
"571601000","2248300","3270","4259.7",""
"572436000","2248300","3270","4265.6",""
"573577000","2228100","3270","4273.9",""
"574409000","2228100","3270","4280.6",""
"575241000","2228100","3270","4286.9",""
"576075000","2228100","3270","4293.2","0x23D39B7280004808"
"576914000","2228100","3270","4299.2","0x3D39EE680004870"
"578055000","2228100","3269","4307.4",""
"578887000","2228100","3270","4313.8",""
"579722000","2228100","3270","4320.1",""
"580555000","2278600","3269","4326.4","0x3D3BD36C0004870"
"581389000","2278600","3269","4332.7","0x3D39B1C80004870"
"582473000","2278600","3269","4340.6",""
"583364000","2278600","3269","4346.9",""
"584197000","2278600","3268","4353.2","0x23D39B7280004808"
"585032000","2278600","3268","4359.5","0x3D3AF0480004870"
"585866000","2278600","3268","4365.8",""
"586955000","2278600","3268","4373.7",""
"587847000","2246100","3268","4380.4",""
"588681000","2246100","3269","4386.3",""
"589516000","2246100","3269","4392.7",""
"590349000","2246100","3269","4399.0",""
"591488000","2246100","3269","4407.7",""
"592323000","2246100","3269","4414.0",""
"593158000","2246100","3269","4419.9",""
"593991000","2246100","3269","4425.8",""
"594824000","2244500","3269","4432.1",""
"595908000","2244500","3269","4440.4","0x3D3BC6C80004970"
"596805000","2244500","3269","4447.1","0x3D39F1680004870"
"597639000","2244500","3269","4453.4","0x23D39B7280004808"
"598473000","2244500","3269","4459.3","0x3D39F3C80004870"
"599307000","2244500","3269","4465.6","0x23D39B7280004808"
"600391000","2244500","3269","4473.5","0x3D39EB480004870"
"601282000","2244500","3269","4480.2",""
"602116000","2262600","3269","4486.6","0x3D3BD3AC0004870"
