Time (ns),Current (nA),Voltage (mV),Energy (uJ),DSR
"1499732000","2245900","3271","11156.5",""
"1500816000","2245900","3271","11164.4",""
"1501709000","2245900","3271","11170.7",""
"1502542000","2245900","3270","11177.0",""
"1503377000","2245900","3270","11182.9",""
"1504211000","2245900","3270","11189.2",""
"1505293000","2265800","3270","11197.5",""
"1506184000","2265800","3270","11204.2","0x23D39B7280004808"
"1507024000","2265800","3271","11210.2","0x3D39F1280004870"
"1507856000","2265800","3270","11216.5",""
"1508690000","2265800","3270","11222.8",""
"1509831000","2265800","3270","11231.5",""
"1510665000","2265800","3270","11237.8",""
"1511499000","2265800","3270","11243.7",""
"1512333000","2258800","3271","11250.0",""
"1513166000","2258800","3271","11255.9",""
"1514308000","2258800","3271","11264.2",""
"1515141000","2258800","3270","11270.5",""
"1515974000","2258800","3271","11277.2",""
"1516814000","2258800","3271","11283.1",""
"1517648000","2258800","3271","11289.5",""
"1518789000","2258800","3270","11297.7",""
"1519623000","2229800","3271","11303.7",""
"1520458000","2229800","3271","11310.0","0x3D3BD3AC0004870"
"1521291000","2229800","3270","11316.7","0x3D0403680004870"
"1522126000","2229800","3270","11322.6",""
"1523210000","2229800","3270","11330.5",""
"1524101000","2229800","3270","11337.2",""
"1524934000","2229800","3270","11343.1",""
"1525767000","2229800","3270","11349.4",""
"1526606000","2277100","3270","11356.1",""
"1527748000","2277100","3270","11364.4",""
"1528581000","2277100","3270","11370.3",""
"1529416000","2277100","3270","11376.6",""
"1530251000","2277100","3270","11383.0",""
"1531085000","2277100","3270","11389.3",""
"1532166000","2277100","3269","11397.5",""
"1533066000","2277100","3270","11403.9",""
"1533900000","2245500","3269","11410.2",""
"1534734000","2245500","3269","11416.1",""
"1535567000","2245500","3269","11422.4",""
"1536715000","2245500","3269","11430.7",""
"1537549000","2245500","3270","11437.4",""
"1538382000","2245500","3269","11443.3",""
"1539214000","2245500","3269","11449.6",""
"1540049000","2245500","3270","11455.5",""
"1541191000","2246300","3270","11464.2",""
"1542023000","2246300","3269","11470.1",""
"1542858000","2246300","3269","11476.8",""
"1543692000","2246300","3270","11482.8",""
"1544525000","2246300","3269","11489.1",""
"1545666000","2246300","3269","11497.4",""
"1546500000","2246300","3269","11503.7",""
"1547339000","2246300","3270","11510.0",""
"1548173000","2260300","3270","11516.3",""
"1549005000","2260300","3269","11522.6",""
"1550090000","2260300","3270","11530.5",""
"1550981000","2260300","3270","11537.2",""
"1551815000","2260300","3270","11543.1",""
"1552649000","2260300","3270","11549.4",""
"1553483000","2260300","3270","11555.7","0x3D3BD36C0004870"
"1554560000","2260300","3271","11563.6","0x3D39F3680004870"
"1555460000","2247500","3270","11570.3",""
"1556294000","2247500","3270","11576.7",""
"1557133000","2247500","3270","11582.6","0x3D39EB680004870"
"1557967000","2247500","3270","11588.9",""
"1559108000","2247500","3269","11597.6",""
"1559943000","2247500","3270","11603.9",""
"1560777000","2247500","3270","11609.8",""
"1561612000","2247500","3270","11616.1",""
"1562446000","2258800","3271","11622.4",""
"1563586000","2258800","3270","11630.7",""
"1564420000","2258800","3270","11637.0",""
"1565253000","2258800","3270","11643.3",""
"1566087000","2258800","3271","11649.2",""
"1566928000","2258800","3271","11655.6",""
"1568069000","2258800","3270","11663.8",""
"1568903000","2258800","3271","11670.2",""
"1569736000","2246500","3271","11676.5",""
"1570571000","2246500","3271","11682.8",""
"1571405000","2246500","3272","11688.7",""
"1572547000","2246500","3272","11697.4",""
"1573385000","2246500","3272","11703.3",""
"1574219000","2246500","3271","11709.6",""
"1575053000","2246500","3272","11716.3",""
"1575886000","2246500","3272","11722.6",""
"1577033000","2260900","3272","11730.9",""
"1577867000","2260900","3272","11737.2","0x23D39B7280004808"
"1578701000","2260900","3272","11743.1","0x3D39F2680004870"
"1579534000","2260900","3272","11749.5",""
"1580368000","2260900","3272","11755.8",""
"1581510000","2260900","3272","11764.0",""
"1582344000","2260900","3272","11770.4",""
"1583177000","2260900","3273","11776.7",""
"1584012000","2244100","3272","11782.6",""
"1584846000","2244100","3272","11788.9",""
"1585930000","2244100","3272","11796.8",""
"1586827000","2244100","3272","11803.5",""
"1587661000","2244100","3272","11809.8",""
"1588494000","2244100","3272","11816.1",""
"1589328000","2244100","3272","11822.0",""
"1590412000","2244100","3272","11829.9",""
"1591304000","2262400","3272","11837.0",""
"1592139000","2262400","3272","11842.9",""
"1592973000","2262400","3272","11849.3",""
"1593806000","2262400","3273","11855.6",""
"1594946000","2262400","3272","11863.9",""
"1595779000","2262400","3272","11869.8",""
"1596619000","2262400","3272","11876.1",""
"1597453000","2262400","3272","11882.4",""
"1598286000","2243000","3272","11888.7",""
"1599428000","2243000","3271","11897.4","0x23D39B7280004808"
"1600262000","2243000","3272","11903.3","0x3D39F3680004870"
"1601096000","2243000","3272","11909.6","0x23D39B7280004808"
"1601930000","2243000","3272","11915.5","0x3D39F3A80004870"
"1602763000","2243000","3272","11921.8","0x23D39B7280004808"
"1603905000","2243000","3272","11930.1","0x3D3AEEE80004870"
"1604738000","2243000","3272","11936.8",""
"1605573000","2247500","3272","11942.8",""
"1606407000","2247500","3272","11949.1",""
"1607246000","2247500","3272","11955.0",""
"1608329000","2247500","3272","11962.9",""
"1609221000","2247500","3273","11970.0",""
"1610055000","2247500","3272","11976.3",""
"1610887000","2247500","3272","11982.2",""
"1611721000","2247500","3272","11988.5",""
"1612862000","2246900","3272","11996.8",""
"1613695000","2246900","3272","12002.7",""
"1614529000","2246900","3272","12009.4",""
"1615367000","2246900","3272","12015.7",""
"1616200000","2246900","3271","12022.1",""
"1617348000","2246900","3271","12030.3",""
"1618182000","2246900","3271","12036.3",""
"1619016000","2246900","3271","12042.6",""
"1619849000","2258600","3271","12048.9",""
"1620682000","2258600","3271","12055.2",""
"1621824000","2258600","3271","12063.5",""
"1622658000","2258600","3270","12069.8",""
"1623492000","2258600","3270","12075.7",""
"1624326000","2258600","3270","12082.0",""
"1625159000","2258600","3270","12087.9",""
"1626302000","2258600","3270","12097.0",""
"1627141000","2245700","3270","12102.9",""
"1627975000","2245700","3269","12109.2",""
"1628808000","2245700","3270","12115.2",""
"1629642000","2245700","3270","12121.5",""
"1630783000","2245700","3269","12130.2",""
"1631617000","2245700","3270","12136.5",""
"1632451000","2245700","3270","12142.8",""
"1633285000","2245700","3270","12148.7",""
"1634119000","2261500","3270","12155.0",""
"1635204000","2261500","3270","12162.9",""
"1636096000","2261500","3270","12169.6",""
"1636935000","2261500","3270","12175.9",""
"1637769000","2261500","3270","12182.2","0x23D39B7280004808"
"1638605000","2261500","3270","12188.1","0x3D39F1280004870"
"1639689000","2261500","3270","12196.0",""
"1640580000","2261500","3270","12202.7",""
"1641414000","2245200","3269","12209.1","0x3D3BD3AC0004870"
"1642248000","2245200","3269","12215.4","0x3D39ED880004870"
"1643081000","2245200","3269","12221.7",""
"1644166000","2245200","3269","12229.6",""
"1645059000","2245200","3269","12235.9",""
"1645892000","2245200","3269","12242.2",""
"1646731000","2245200","3269","12248.5",""
"1647565000","2245200","3270","12254.8",""
"1648706000","2245900","3270","12263.1",""
"1649540000","2245900","3269","12269.4",""
"1650373000","2245900","3269","12275.3",""
"1651207000","2245900","3269","12281.6",""
"1652041000","2245900","3269","12287.6",""
"1653183000","2245900","3269","12296.6",""
"1654018000","2245900","3269","12302.9",""
"1654852000","2245900","3269","12308.9",""
"1655685000","2243900","3269","12314.8",""
"1656520000","2243900","3269","12321.1",""
"1657671000","2243900","3269","12329.8",""
"1658505000","2243900","3269","12336.1",""
"1659339000","2243900","3269","12342.4",""
"1660174000","2243900","3268","12348.3",""
"1661008000","2243900","3269","12354.6",""
"1662091000","2243900","3269","12362.5",""
"1662983000","2260900","3269","12369.2",""
"1663818000","2260900","3270","12375.5",""
"1664651000","2260900","3269","12381.8","0x3D39F2280004870"
"1665486000","2260900","3269","12387.8",""
"1666633000","2260900","3269","12396.4",""
"1667468000","2260900","3270","12402.4",""
"1668302000","2260900","3270","12408.7",""
"1669136000","2260900","3270","12415.4","0x3D3BD3AC0004870"
"1669970000","2258400","3270","12421.3","0x3D39F1280004870"
"1671053000","2258400","3270","12429.2",""
"1671943000","2258400","3270","12435.9",""
"1672778000","2258400","3270","12441.8",""
"1673611000","2258400","3269","12448.1",""
"1674445000","2258400","3269","12454.4",""
"1675529000","2258400","3270","12462.7",""
"1676421000","2258400","3270","12469.0",""
"1677259000","2246900","3269","12475.3","0x23D39B7280004808"
"1678094000","2246900","3269","12481.7","0x3D3BD36C0004870"
"1678928000","2246900","3270","12487.6","0x23D39B7280004808"
"1680069000","2246900","3270","12496.3","0x3D39EF680004870"
"1680903000","2246900","3270","12502.6",""
"1681737000","2246900","3269","12508.5",""
"1682570000","2246900","3270","12514.8",""
"1683405000","2246900","3270","12520.7",""
"1684488000","2232500","3269","12528.6",""
"1685380000","2232500","3270","12536.1",""
"1686213000","2232500","3270","12542.0",""
"1687051000","2232500","3269","12548.3",""
"1687886000","2232500","3270","12554.2",""
"1688969000","2232500","3270","12562.1",""
"1689861000","2232500","3270","12568.8",""
"1690696000","2232500","3270","12575.2",""
"1691530000","2275000","3270","12581.5",""
"1692364000","2275000","3270","12587.8","0x23D39B7280004808"
"1693505000","2275000","3269","12596.1","0x3D39EAC80004870"
"1694340000","2275000","3270","12602.0",""
"1695173000","2275000","3269","12608.3",""
"1696007000","2275000","3270","12614.6",""
"1696847000","2275000","3270","12620.9",""
"1697931000","2275000","3270","12628.8",""
"1698821000","2246100","3270","12635.5",""
"1699660000","2246100","3270","12641.4",""
"1700494000","2246100","3270","12647.7",""
"1701328000","2246100","3270","12654.1",""
"1702468000","2246100","3269","12662.7",""
"1703301000","2246100","3269","12668.7",""
"1704135000","2246100","3270","12675.0",""
"1704969000","2246100","3269","12681.3",""
"1705803000","2243000","3269","12687.2",""
"1706950000","2243000","3269","12696.3",""
"1707783000","2243000","3269","12702.2",""
"1708617000","2243000","3269","12708.5",""
"1709451000","2243000","3269","12714.8",""
"1710285000","2243000","3269","12720.7",""
"1711368000","2243000","3269","12728.6",""
"1712260000","2243000","3269","12735.3",""
"1713094000","2262800","3269","12741.6",""
"1713927000","2262800","3269","12747.9","0x23D39B7280004808"
"1714761000","2262800","3268","12753.9","0x3D39F2680004870"
"1715837000","2262800","3269","12761.8",""
"1716742000","2262800","3269","12768.5",""
"1717575000","2262800","3269","12774.8",""
"1718409000","2262800","3270","12781.1",""
"1719243000","2262800","3269","12787.4",""
"1720326000","2248100","3269","12795.3",""
"1721218000","2248100","3269","12802.0",""
"1722052000","2248100","3270","12807.9","0x23D39B7280004808"
"1722885000","2248100","3269","12814.2","0x3D3AEF680004870"
"1723719000","2248100","3269","12820.9",""
"1724803000","2248100","3269","12828.8",""
"1725695000","2248100","3269","12835.5",""
"1726530000","2248100","3270","12841.4",""
"1727369000","2257500","3270","12847.8",""
"1728205000","2257500","3270","12854.1","0x3D3BD36C0004870"
"1729289000","2257500","3271","12862.0","0x3D39F1880004870"
"1730180000","2257500","3270","12868.7",""
"1731013000","2257500","3270","12875.0",""
"1731847000","2257500","3270","12880.9",""
"1732681000","2257500","3270","12887.2",""
"1733823000","2257500","3270","12895.9",""
"1734657000","2247300","3271","12901.8",""
"1735492000","2247300","3271","12908.1","0x23D39B7280004808"
"1736325000","2247300","3270","12914.0","0x3D39F3A80004870"
"1737166000","2247300","3271","12920.7",""
"1738249000","2247300","3271","12928.2",""
"1739141000","2247300","3271","12935.3",""
"1739975000","2247300","3272","12941.7",""
"1740810000","2247300","3272","12948.0",""
"1741650000","2256700","3272","12953.9",""
"1742791000","2256700","3272","12962.2",""
"1743625000","2256700","3272","12968.5",""
"1744459000","2256700","3272","12974.8",""
"1745293000","2256700","3272","12981.1","0x23D39B7280004808"
"1746126000","2256700","3272","12987.4","0x3D39F2C80004870"
"1747274000","2256700","3273","12995.7",""
"1748107000","2256700","3273","13001.6",""
"1748941000","2246300","3272","13007.9",""
"1749775000","2246300","3273","13014.2",""
"1750608000","2246300","3273","13021.0",""
"1751750000","2246300","3273","13029.6",""
"1752584000","2246300","3273","13035.5",""
"1753418000","2246300","3274","13041.5",""
"1754253000","2246300","3274","13047.8",""
"1755086000","2246300","3274","13054.1",""
"1756228000","2264100","3274","13062.4",""
"1757067000","2264100","3274","13068.3",""
"1757901000","2264100","3273","13075.0",""
"1758735000","2264100","3274","13081.3",""
"1759568000","2264100","3274","13087.2",""
"1760653000","2264100","3274","13095.1",""
"1761543000","2264100","3274","13101.8",""
"1762378000","2264100","3274","13107.7",""
"1763213000","2259200","3273","13114.4",""
"1764046000","2259200","3274","13120.8",""
"1765187000","2259200","3274","13129.0",""
"1766021000","2259200","3274","13135.4","0x23D39B7280004808"
"1766861000","2259200","3274","13141.3","0x3D39F2080004870"
"1767694000","2259200","3274","13147.6",""
"1768528000","2259200","3274","13153.9",""
"1769604000","2259200","3275","13161.8",""
"1770503000","2246300","3274","13168.5",""
"1771338000","2246300","3274","13174.8",""
"1772173000","2246300","3274","13180.7",""
"1773006000","2246300","3273","13187.0",""
"1774089000","2246300","3273","13195.3",""
"1774981000","2246300","3274","13201.6",""
"1775815000","2246300","3274","13207.9",""
"1776654000","2246300","3274","13214.3",""
"1777488000","2242000","3274","13220.2",""
"1778629000","2242000","3274","13228.5",""
"1779463000","2242000","3273","13235.2",""
"1780297000","2242000","3273","13241.1",""
"1781131000","2242000","3274","13247.4","0x23D39B7280004808"
"1781964000","2242000","3274","13253.3","0x3D39F1680004870"
"1783110000","2242000","3274","13261.6","0x3D39F1680004870"
"1783944000","2242000","3274","13267.9","0x3D39B0680004870"
"1784778000","2246700","3273","13274.2",""
"1785611000","2246700","3273","13280.5",""
"1786445000","2246700","3273","13286.8",""
"1787533000","2246700","3273","13294.7",""
"1788423000","2246700","3273","13301.4",""
"1789257000","2246700","3273","13307.4","0x23D39B7280004808"
"1790091000","2246700","3273","13313.7","0x3D3AEEC80004870"
"1790923000","2246700","3272","13320.4",""
"1791999000","2268200","3272","13328.3",""
"1792899000","2268200","3272","13334.6",""
"1793732000","2268200","3272","13340.9",""
"1794566000","2268200","3272","13346.8",""
"1795400000","2268200","3272","13353.1",""
"1796546000","2268200","3271","13361.8",""
"1797380000","2268200","3271","13368.1",""
"1798213000","2268200","3271","13374.0",""
"1799047000","2238800","3271","13380.3",""
"1799881000","2238800","3271","13386.3",""
"1800965000","2238800","3271","13394.5",""
"1801856000","2238800","3271","13401.3",""
"1802691000","2238800","3271","13407.6",""
"1803525000","2238800","3271","13413.5",""
"1804358000","2238800","3271","13419.8",""
"1805500000","2238800","3271","13428.1",""
"1806333000","2247900","3271","13434.4",""
"1807173000","2247900","3271","13440.7",""
"1808007000","2247900","3271","13447.0",""
"1808841000","2247900","3271","13452.9",""
"1809982000","2247900","3271","13461.2",""
"1810816000","2247900","3271","13467.5",""
"1811650000","2247900","3271","13473.8",""
"1812484000","2247900","3271","13480.2",""
"1813317000","2259400","3271","13486.5",""
"1814459000","2259400","3271","13494.8",""
"1815293000","2259400","3272","13500.7",""
"1816127000","2259400","3271","13507.0",""
"1816967000","2259400","3271","13513.3",""
"1817800000","2259400","3271","13519.6",""
"1818941000","2259400","3271","13528.3",""
"1819776000","2259400","3271","13534.2",""
"1820609000","2246100","3271","13540.5",""
"1821444000","2246100","3271","13546.4",""
"1822277000","2246100","3272","13552.7",""
"1823361000","2246100","3272","13561.0",""
"1824253000","2246100","3272","13567.7",""
"1825092000","2246100","3272","13573.7",""
"1825925000","2246100","3272","13580.0",""
"1826765000","2246100","3272","13585.9",""
"1827849000","2245500","3272","13594.2",""
"1828741000","2245500","3272","13600.9","0x23D39B7280004808"
"1829575000","2245500","3272","13607.2","0x3D39F1C80004870"
"1830409000","2245500","3272","13613.1","0x23D39B7280004800"
"1831244000","2245500","3272","13619.4","0x3D39F3480004870"
"1832385000","2245500","3272","13627.7",""
"1833219000","2245500","3272","13634.0",""
"1834053000","2245500","3272","13640.3",""
"1834887000","2259400","3272","13646.6",""
"1835721000","2259400","3272","13652.6",""
"1836868000","2259400","3273","13660.8","0x23D39B7280004808"
"1837702000","2259400","3272","13667.2","0x3D39EEE80004870"
"1838536000","2259400","3272","13673.5",""
"1839370000","2259400","3272","13679.8",""
"1840203000","2259400","3272","13685.7",""
"1841344000","2259400","3272","13694.4",""
"1842178000","2229600","3272","13700.3",""
"1843012000","2229600","3272","13706.6",""
"1843846000","2229600","3272","13712.9",""
"1844680000","2229600","3272","13719.2",""
"1845762000","2229600","3271","13727.1",""
"1846658000","2229600","3271","13733.8",""
"1847492000","2229600","3271","13739.7",""
"1848325000","2229600","3271","13746.1",""
"1849160000","2260300","3271","13752.4",""
"1850302000","2260300","3271","13761.0",""
"1851136000","2260300","3272","13767.0",""
"1851970000","2260300","3271","13773.3","0x23D39B7280004808"
"1852804000","2260300","3271","13779.2","0x3D39F3680004870"
"1853638000","2260300","3271","13785.5","0x23D39B7280004808"
"1854779000","2260300","3271","13793.8","0x3D3BD3C80004870"
"1855613000","2260300","3271","13800.5",""
"1856446000","2247700","3271","13806.4",""
"1857285000","2247700","3271","13812.7",""
"1858119000","2247700","3271","13818.6",""
"1859202000","2247700","3270","13826.5",""
"1860093000","2247700","3270","13833.6",""
"1860927000","2247700","3271","13839.9",""
"1861760000","2247700","3271","13846.3",""
"1862595000","2247700","3271","13852.2",""
"1863736000","2246700","3271","13860.5",""
"1864570000","2246700","3271","13866.4",""
"1865405000","2246700","3270","13873.1",""
"1866238000","2246700","3270","13879.4",""
"1867083000","2246700","3270","13885.7",""
"1868166000","2246700","3270","13893.6",""
"1869058000","2246700","3270","13899.9",""
"1869892000","2246700","3270","13906.2",""
"1870725000","2257800","3270","13912.5",""
"1871559000","2257800","3271","13918.8",""
"1872643000","2257800","3270","13926.7",""
"1873533000","2257800","3270","13933.4",""
"1874368000","2257800","3271","13939.4",""
"1875200000","2257800","3270","13945.7",""
"1876035000","2257800","3270","13952.0",""
"1877182000","2257800","3270","13960.7",""
"1878016000","2246300","3270","13966.6",""
"1878851000","2246300","3270","13972.9",""
"1879685000","2246300","3270","13978.8",""
"1880519000","2246300","3270","13985.1",""
"1881659000","2246300","3269","13993.8",""
"1882493000","2246300","3270","14000.1",""
"1883326000","2246300","3270","14006.4",""
"1884160000","2246300","3270","14012.3",""
"1884994000","2261500","3270","14018.7",""
"1886135000","2261500","3270","14026.9",""
"1886976000","2261500","3270","14033.3",""
"1887810000","2261500","3271","14039.6",""
"1888644000","2261500","3270","14045.9","0x23D39B7280004808"
"1889479000","2261500","3270","14051.8","0x3D3BD3E80004870"
"1890562000","2261500","3271","14059.7","0x3D3BD3E80004870"
"1891453000","2261500","3270","14066.4",""
"1892287000","2245700","3270","14072.7",""
"1893121000","2245700","3270","14079.0",""
"1893954000","2245700","3270","14085.3",""
"1895095000","2245700","3270","14093.6",""
"1895929000","2245700","3270","14099.5",""
"1896768000","2245700","3270","14105.8",""
"1897601000","2245700","3270","14111.8",""
"1898435000","2245700","3270","14118.5",""
"1899511000","2267200","3270","14126.8",""
"1900409000","2267200","3269","14133.1",""
"1901242000","2267200","3270","14139.0",""
"1902076000","2267200","3270","14145.3",""
"1902910000","2267200","3269","14151.2",""
"1904052000","2267200","3270","14160.3",""
"1904885000","2267200","3270","14166.6","0x23D39B7280004808"
"1905719000","2267200","3270","14172.5","0x3D39F2680004870"
"1906558000","2239400","3270","14178.8",""
"1907392000","2239400","3270","14184.7",""
"1908533000","2239400","3269","14193.0",""
"1909373000","2239400","3270","14199.7",""
"1910206000","2239400","3270","14206.0",""
"1911041000","2239400","3270","14212.0",""
"1911875000","2239400","3270","14218.3","0x23D39B7280004808"
"1913017000","2239400","3270","14226.6","0x3D0403480004870"
"1913851000","2229200","3270","14232.5",""
"1914683000","2229200","3269","14239.2",""
"1915518000","2229200","3269","14245.5",""
"1916351000","2229200","3269","14251.4",""
"1917497000","2229200","3269","14259.7",""
"1918331000","2229200","3268","14266.0","0x3D39B6E80004808"
"1919166000","2229200","3268","14271.9","0x3D3B17A80004870"
"1920000000","2229200","3269","14278.6",""
"1920834000","2277100","3269","14285.0",""
"1921918000","2277100","3268","14292.8",""
"1922809000","2277100","3269","14299.5","0x3D3BD3AC0004870"
"1923643000","2277100","3269","14305.5","0x3D39EFA80004870"
"1924477000","2277100","3269","14311.4",""
"1925311000","2277100","3269","14318.1",""
"1926452000","2277100","3269","14326.8",""
"1927291000","2277100","3269","14333.1",""
"1928125000","2262800","3269","14339.4",""
"1928958000","2262800","3269","14345.7","0x23D39B7280004808"
"1929793000","2262800","3269","14351.6","0x3D39F1680004870"
"1930935000","2262800","3269","14359.9",""
"1931769000","2262800","3269","14365.8",""
"1932603000","2262800","3269","14372.1",""
"1933435000","2262800","3269","14378.8",""
"1934269000","2262800","3269","14385.2",""
"1935410000","2247900","3269","14393.4",""
"1936244000","2247900","3270","14399.4",""
"1937084000","2247900","3270","14405.7",""
"1937917000","2247900","3270","14411.6",""
"1938752000","2247900","3270","14418.3",""
"1939893000","2247900","3270","14426.6",""
"1940727000","2247900","3270","14432.9",""
"1941561000","2247900","3270","14438.8",""
"1942395000","2242000","3270","14445.1",""
"1943229000","2242000","3270","14451.0",""
"1944370000","2242000","3270","14460.1",""
"1945204000","2242000","3271","14466.0",""
"1946037000","2242000","3271","14472.3",""
"1946878000","2242000","3270","14478.3",""
"1947712000","2242000","3271","14484.6",""
"1948853000","2242000","3271","14492.9",""
"1949687000","2262400","3271","14499.6",""
"1950522000","2262400","3271","14505.9",""
"1951360000","2262400","3270","14511.8",""
"1952194000","2262400","3270","14517.7","0x23D39B7280004808"
"1953270000","2262400","3271","14526.0","0x3D39B8080004870"
"1954170000","2262400","3271","14532.3",""
"1955004000","2262400","3271","14539.0",""
"1955838000","2262400","3271","14545.3",""
"1956677000","2240400","3271","14551.2",""
"1957762000","2240400","3271","14559.1",""
"1958653000","2240400","3270","14565.8","0x23D39B7280004800"
"1959486000","2240400","3271","14571.8","0x3D3BD3AC0004870"
"1960321000","2240400","3271","14578.5","0x3D39EFE80004870"
"1961154000","2240400","3272","14584.8",""
"1962295000","2240400","3271","14593.1",""
"1963129000","2240400","3272","14599.0",""
"1963963000","2248100","3272","14605.3",""
"1964796000","2248100","3272","14611.2",""
"1965630000","2248100","3272","14617.9",""
"1966779000","2248100","3273","14626.2",""
"1967613000","2248100","3273","14632.5",""
"1968448000","2248100","3273","14638.4",""
"1969282000","2248100","3272","14644.7",""
"1970116000","2248100","3272","14650.7",""
"1971200000","2262900","3272","14659.3",""
"1972091000","2262900","3272","14666.0","0x23D39B7280004808"
"1972925000","2262900","3272","14672.0","0x3D39F2A80004870"
"1973758000","2262900","3272","14678.3","0x23D39B7280004808"
"1974592000","2262900","3272","14684.2","0x3D39F0E80004870"
"1975733000","2262900","3272","14692.5",""
"1976574000","2262900","3272","14699.2",""
"1977407000","2262900","3273","14705.5",""
"1978241000","2241300","3273","14711.4",""
"1979074000","2241300","3273","14717.7",""
"1980215000","2241300","3273","14726.0","0x23D39B7280004808"
"1981049000","2241300","3273","14731.9","0x3D3BD2880004870"
"1981883000","2241300","3272","14738.6",""
"1982717000","2241300","3272","14744.9",""
"1983550000","2241300","3273","14750.9",""
"1984691000","2241300","3273","14759.1",""
"1985524000","2248700","3273","14765.5",""
"1986358000","2248700","3273","14771.4",""
"1987197000","2248700","3273","14778.1",""
"1988030000","2248700","3273","14784.4",""
"1989172000","2248700","3273","14792.7",""
"1990006000","2248700","3273","14799.0",""
"1990841000","2248700","3273","14804.9",""
"1991674000","2248700","3273","14810.8",""
"1992509000","2259400","3272","14817.5",""
"1993655000","2259400","3272","14826.2","0x23D39B7280004808"
"1994489000","2259400","3273","14832.1","0x3D3BD3E80004870"
"1995323000","2259400","3273","14838.4",""
"1996157000","2259400","3273","14844.4",""
"1996996000","2259400","3273","14850.7",""
"1998136000","2259400","3272","14859.4",""
"1998971000","2259400","3272","14865.7",""
"1999804000","2245000","3273","14871.6",""
"2000638000","2245000","3273","14877.9",""
"2001472000","2245000","3273","14883.8",""
"2002614000","2245000","3273","14892.1",""
"2003448000","2245000","3273","14898.8",""
"2004283000","2245000","3273","14904.7",""
"2005117000","2245000","3273","14911.0",""
"2005951000","2245000","3273","14917.0",""
"2007039000","2230500","3273","14924.8",""
"2007929000","2230500","3273","14931.5",""
"2008763000","2230500","3273","14938.3","0x3D3BC6C80004970"
"2009597000","2230500","3273","14944.2","0x3D39F2080004870"
"2010432000","2230500","3273","14950.5",""
"2011574000","2230500","3273","14958.8",""
"2012407000","2230500","3273","14964.7",""
"2013241000","2230500","3273","14971.0",""
"2014075000","2259800","3273","14977.3",""
"2014908000","2259800","3273","14983.6",""
"2016048000","2259800","3273","14991.9",""
"2016887000","2259800","3273","14998.2",""
"2017721000","2259800","3273","15004.1",""
"2018553000","2259800","3273","15010.4","0x23D39B7280004808"
"2019387000","2259800","3273","15016.8","0x3D3AEE680004870"
"2020528000","2259800","3272","15025.4",""
"2021362000","2264300","3272","15031.8",""
"2022195000","2264300","3272","15037.7",""
"2023028000","2264300","3272","15044.0",""
"2023862000","2264300","3272","15049.9",""
"2025004000","2264300","3272","15058.6",""
"2025838000","2264300","3271","15064.9",""
"2026677000","2264300","3272","15071.2",""
"2027511000","2264300","3272","15077.1",""
"2028344000","2242800","3272","15083.4",""
"2029428000","2242800","3271","15091.3",""
"2030320000","2242800","3272","15098.0",""
"2031153000","2242800","3271","15104.3",""
"2031986000","2242800","3271","15110.7",""
"2032821000","2242800","3271","15116.6",""
"2033904000","2242800","3271","15124.5",""
"2034801000","2242800","3271","15131.2",""
"2035636000","2246100","3271","15137.5",""
"2036468000","2246100","3270","15144.2",""
"2037307000","2246100","3271","15150.1",""
"2038449000","2246100","3271","15158.4",""
"2039282000","2246100","3271","15164.7",""
"2040115000","2246100","3271","15170.6",""
"2040949000","2246100","3271","15176.9",""
"2041783000","2246100","3270","15183.6",""
"2042868000","2264800","3270","15191.5",""
"2043758000","2264800","3270","15197.8",""
"2044591000","2264800","3270","15204.2",""
"2045425000","2264800","3270","15210.1",""
"2046259000","2264800","3269","15216.4",""
"2047406000","2264800","3270","15225.1",""
"2048240000","2264800","3269","15231.4",""
"2049074000","2264800","3269","15237.3",""
"2049908000","2241300","3269","15243.6",""
"2050742000","2241300","3269","15249.5",""
"2051826000","2241300","3269","15257.8",""
"2052718000","2241300","3269","15264.5",""
"2053552000","2241300","3269","15270.8",""
"2054386000","2241300","3269","15276.7",""
"2055219000","2241300","3268","15283.1",""
"2056360000","2241300","3269","15291.3","0x23D39B7280004808"
"2057198000","2246500","3268","15297.7","0x3D3BD3680004870"
"2058031000","2246500","3268","15304.4",""
"2058866000","2246500","3268","15310.3",""
"2059700000","2246500","3268","15316.6",""
"2060841000","2246500","3269","15324.5",""
"2061676000","2246500","3269","15330.8",""
"2062509000","2246500","3268","15337.1",""
"2063343000","2246500","3268","15343.8","0x23D39B7280004808"
"2064177000","2261300","3268","15349.7","0x3D39F1680004870"
"2065318000","2261300","3268","15358.0",""
"2066153000","2261300","3269","15364.3",""
"2066992000","2261300","3269","15370.2",""
"2067826000","2261300","3268","15376.6",""
"2068660000","2261300","3268","15383.3",""
"2069801000","2261300","3268","15391.5",""
"2070635000","2261300","3269","15397.5",""
"2071468000","2246300","3268","15403.8","0x23D39B7280004808"
"2072303000","2246300","3268","15409.7","0x3D3BD3E80004870"
"2073136000","2246300","3269","15416.0",""
"2074219000","2246300","3268","15424.3",""
"2075111000","2246300","3268","15431.0",""
"2075944000","2246300","3269","15436.9",""
"2076788000","2246300","3268","15443.2",""
"2077622000","2246300","3268","15449.1",""
"2078706000","2246300","3268","15457.4",""
"2079596000","2246300","3268","15464.5",""
"2080431000","2246300","3268","15470.4",""
